종목코드,종목명,기준일,외국인_순매수대금(백만원),기관_순매수대금(백만원),외국인+기관_순매수대금(백만원),수급합(5일),수급급증(3vs10_강도),매수우위비율(10일),frgn_sum_3,orgn_sum_3,frgn_sum_5,orgn_sum_5,frgn_pos_5,orgn_pos_5,frgn_series,orgn_series,수급합(5일)_TS_Z,수급급증(3vs10)_TS_Z,매수우위비율(10일)_TS_Z,수급강화점수,랭킹,시가총액,섹터,당일등락(%),raw_score,멀티팩터점수,순위변동,정배열
024110,기업은행,2026-06-10,6715.0,-3146.0,3569.0,9436.0,0.07896386967717017,0.6,15097.0,-7862.0,24901.0,-15465.0,5.0,1.0,"5171,3697,-4981,15305,10563,7279,2525,2939,5443,6715","-8210,-2083,-5379,-12693,-5331,-4399,-3204,-5430,714,-3146",1.5574944832526227,0.4501129233279571,1.8389492512476908,3.8465566578282706,57,166662.0,금융,1.7,1.7513731581081278,1.1437605251955816,158,
097230,HJ중공업,2026-06-10,-3905.0,3361.0,-544.0,4077.0,-0.44169127830617705,0.8,-5786.0,8044.0,-10547.0,14624.0,1.0,5.0,"-1199,1112,1750,-338,-2502,-2110,-2651,-1961,80,-3905","-606,-501,-504,3378,3435,3368,3212,2190,2493,3361",0.9008636736913115,-0.05384698451022776,1.544640840273351,2.3916575294544344,58,18420.0,건설,0.0,1.094887310987683,1.1328740848931491,0,
030200,KT,2026-06-10,-164.0,8719.0,8555.0,22019.0,-0.03276997540445303,0.6,-323.0,16170.0,-806.0,22825.0,1.0,5.0,"208,-1914,-33,183,-37,-76,-407,208,-367,-164","-8227,1412,1567,-2803,-1576,6219,436,3440,4011,8719",1.7631951524555267,0.284099784715447,2.300795445483093,4.348090382654067,59,140880.0,통신,3.9,1.9776773642077918,1.1140829484687949,263,
000120,CJ대한통운,2026-06-10,-1527.0,1505.0,-22.0,-4157.0,-0.09144050105142842,0.3,-1427.0,-189.0,-3709.0,-448.0,1.0,3.0,"-2213,197,-1242,-771,-1195,-822,-1460,892,-792,-1527","-557,298,51,837,185,-479,220,-3310,1616,1505",1.022270932248469,0.2921250456315238,1.006993002716781,2.3213889805967742,60,18318.0,운송·창고,-0.5,1.0631804339107094,1.0890367324972372,6,
009410,태영건설,2026-06-10,-40.0,6.0,-34.0,91.0,-0.6666666666913581,0.5,-182.0,119.0,-154.0,245.0,1.0,5.0,"-486,-47,-71,-133,102,69,-41,-116,-26,-40","46,4,97,92,-2,65,61,51,62,6",1.0701383442918284,-0.8432095755073314,1.3413413458729737,1.5682701146574707,61,4940.0,건설,2.34,0.7233548975237545,1.0850298703960863,-67,
057050,현대홈쇼핑,2026-06-10,-85.0,135.0,50.0,777.0,0.5723270439262687,0.8,23.0,727.0,67.0,710.0,3.0,4.0,"-105,-68,-141,-173,453,157,-113,54,54,-85","187,-146,467,320,-275,-48,31,305,287,135",0.7527667646396617,1.9149174830704558,1.8033948542230354,4.471079101933153,62,9408.0,유통,-0.13,2.0331728635091313,1.078712081473751,317,
004990,롯데지주,2026-06-10,-708.0,13.0,-695.0,1621.0,0.05918322777128071,0.4,744.0,1951.0,-1544.0,3165.0,1.0,4.0,"-1662,931,11,965,-2,-441,-1847,-402,1854,-708","-1492,-969,-1099,-632,375,1294,-80,262,1676,13",1.3689907943486597,0.5046802153679534,1.237972302905255,3.111643312621868,63,25614.0,금융,-1.72,1.4197623951494625,1.0758198281461184,102,
356540,ACE 종합채권(AA-이상)KIS액티브,2026-06-10,27.0,-28.0,-1.0,26.0,-0.14089347167605482,0.7,1.0,22.0,28.0,-2.0,2.0,3.0,"40,-56,0,27,-26,27,0,0,-26,27","-36,44,-32,-20,49,-26,2,9,41,-28",1.1892071822093349,-0.3074754526360374,1.67505127712697,2.5567830067002673,64,11568.0,ETF(Active/수익증권),-0.21,1.169395939590727,1.0661203248824727,34,
00104K,CJ4우(전환),2026-06-10,-298.0,129.0,-169.0,1457.0,0.3375057950392615,0.6,-691.0,1507.0,-1099.0,2556.0,0.0,5.0,"-115,-132,-70,385,-228,-124,-284,-242,-151,-298","57,104,21,614,657,237,812,400,978,129",0.7840532820849299,0.17456174158383866,1.7461381533841245,2.704753177052893,65,6669.0,금융,-3.96,1.2361636767747304,1.062430657297726,53,
459580,KODEX CD금리액티브(합성),2026-06-10,-23.0,-6623.0,-6646.0,26805.0,2.010313905916968,0.4,-63.0,13083.0,79.0,26726.0,1.0,3.0,"151,2,-1037,987,-217,-13,155,-24,-16,-23","-634,-11019,-14830,992,-2953,1710,11933,50796,-31090,-6623",0.9835526848764277,1.7711044130765272,-0.5428966403464363,2.211760457606519,66,72891.0,ETF,0.01,1.0137133798859659,1.0293872328659819,3,
298040,효성중공업,2026-06-10,-7617.0,15920.0,8303.0,28083.0,-0.8054223384844523,0.5,1042.0,18238.0,28814.0,-731.0,4.0,2.0,"-7465,22202,2652,19021,-50193,11312,16460,584,8075,-7617","-41448,-41067,-18636,17001,-6324,-16944,-2025,-90,2408,15920",1.6968522811562776,-0.9661500011559955,1.819392616895868,2.5500948968961503,67,320485.0,전기·전자,-0.87,1.1663781018968533,1.027612084487954,45,
105560,KB금융,2026-06-10,-13456.0,13562.0,106.0,29067.0,0.25007709624623153,0.7,-21855.0,-24485.0,50984.0,-21917.0,2.0,3.0,"492,-9921,-671,19911,8877,50754,22085,-113,-8286,-13456","-9936,-7257,9110,-5236,6308,2902,-334,-55486,17439,13562",-0.1680011413729236,-0.15193462489956008,0.25819883974717034,-0.06173692652531332,68,546219.0,금융,-0.52,-0.012143895742560026,1.0261458913139354,-164,
069620,대웅제약,2026-06-10,1052.0,-557.0,495.0,262.0,-0.46773120426523307,0.4,-954.0,1416.0,-1192.0,1454.0,2.0,2.0,"-655,-289,269,-332,-547,625,-863,-1729,-277,1052","86,-678,-314,458,57,212,-174,2065,-92,-557",1.378534097445314,-0.4889927424426236,1.796893914781736,2.6864352697844263,69,14008.0,제약,2.2,1.22789819181011,1.0192061957611596,61,
251600,PLUS 고배당주채권혼합,2026-06-10,56.0,-11.0,45.0,831.0,-0.5548924530813792,1.0,51.0,307.0,43.0,788.0,2.0,3.0,"11,-62,-40,40,-67,-4,-4,67,-72,56","39,514,163,644,617,441,40,-19,337,-11",-0.06875622849782567,-0.6772577749006927,2.311120351192047,1.5651063477935283,70,6571.0,ETF(실물복제/수익증권),-0.38,0.7219273290214018,1.0150707113266861,-54,
007810,코리아써키트,2026-06-10,-9970.0,7218.0,-2752.0,32033.0,0.004821753219500735,0.7,-21116.0,34680.0,-35048.0,67081.0,0.0,5.0,"-3131,-2457,1861,181,-1665,-3742,-10190,-6646,-4500,-9970","6731,812,5115,8108,-2270,15557,16844,12608,14854,7218",0.843472018301721,-0.2980859565679794,0.4830458526507618,1.0284319143845033,71,27748.0,전기·전자,-3.82,0.4797667811364078,0.9898625269042272,-108,
361610,SK아이이테크놀로지,2026-06-10,17.0,-235.0,-218.0,-1754.0,-0.5899662325182107,0.4,-147.0,-869.0,-47.0,-1707.0,2.0,1.0,"-1563,-934,-265,416,257,644,-544,-112,-52,17","-1339,-230,-89,-169,-13,-327,-511,-688,54,-235",0.9800286593148311,-0.6674750230358778,1.6329930618554587,1.9455466981344118,72,13822.0,전기·전자,-0.76,0.893591261456008,0.986052011582397,-19,
001430,세아베스틸지주,2026-06-10,-25.0,37.0,12.0,9768.0,-0.5192011274072339,0.8,4769.0,-402.0,9472.0,296.0,4.0,2.0,"-3400,6618,5699,3349,2864,533,4170,2493,2301,-25","-3108,-11314,-3284,-1626,-1472,699,-1,-169,-270,37",1.1125901535114908,-0.5959942738627938,1.696913526608542,2.213509406257239,73,16550.0,금속,0.65,1.0145025480242558,0.9826368964470168,11,
006650,대한유화,2026-06-10,-371.0,639.0,268.0,1342.0,-0.4628737044438501,0.6,-671.0,1256.0,-2110.0,3452.0,1.0,4.0,"742,386,285,2082,206,-735,-704,-519,219,-371","-3141,-2606,-710,-1239,-188,1399,797,-41,658,639",1.4250048234687334,-0.2682233855738183,1.950479737755188,3.1072611756501027,74,7774.0,화학,0.84,1.4177850684427493,0.9769972559276214,131,
489790,한화비전,2026-06-10,-1817.0,3928.0,2111.0,57225.0,-0.7858150570734393,0.5,2431.0,-4889.0,35579.0,21646.0,3.0,3.0,"-3968,12091,87,15246,-350,32305,843,5716,-1468,-1817","-11572,-13965,-81,-4173,-1033,25351,1184,-6710,-2107,3928",1.201677327244834,-0.6787733216197944,0.9486831480505379,1.4715871536755776,75,34231.0,전기·전자,1.95,0.6797291957108367,0.9713294500283857,-61,
093370,후성,2026-06-10,34286.0,5760.0,40046.0,72513.0,5.0,0.6,59298.0,11944.0,56349.0,16164.0,4.0,5.0,"-5048,3737,2105,-466,-203,2376,-5325,544,24468,34286","-1395,-4008,-450,202,2178,2642,1578,1800,4384,5760",3.149174640971424,2.99622270205367,-1.2379723029052536,4.90742504011984,76,17418.0,화학,20.12,2.230062755929527,0.9706599206971572,487,
300720,한일시멘트,2026-06-10,333.0,-36.0,297.0,-312.0,-0.15560798193780778,0.4,1085.0,-1350.0,1199.0,-1511.0,4.0,1.0,"94,145,372,299,753,118,-4,576,176,333","-740,-519,-129,-403,-100,-170,9,-1093,-221,-36",0.7899806474475155,0.40109859608652587,2.4630600769215403,3.654139320455582,77,10480.0,비금속,3.49,1.6645497789045405,0.9687538072603092,237,
003530,한화투자증권,2026-06-10,127.0,-321.0,-194.0,-1430.0,-0.4774485848136011,0.4,930.0,-959.0,-845.0,-585.0,2.0,2.0,"-1849,1576,-136,3217,1884,-236,-1539,-474,1277,127","-737,-1489,-1102,-2329,-413,11,363,-373,-265,-321",0.5335867083414322,-0.08043203377728396,1.303167415280539,1.7563220898446872,78,11671.0,증권,-3.89,0.8082085192119044,0.9460948691002729,-32,
488770,KODEX 머니마켓액티브,2026-06-10,-1647.0,4063.0,2416.0,-4986.0,0.18466713998421813,0.6,-2434.0,9168.0,-2295.0,-2691.0,2.0,3.0,"-298,-58,-392,-62,-32,47,92,-785,-2,-1647","20728,-20877,4046,-13153,9975,-26647,14788,28517,-23412,4063",0.12298039809612557,-0.06870338732168348,1.1832158691199297,1.2374928798943718,79,79630.0,ETF(Active/수익증권),0.01,0.5741001698682889,0.9416980671847545,-84,
114090,GKL,2026-06-10,0.0,232.0,232.0,1902.0,-0.07656807217440864,0.8,-399.0,30.0,389.0,1513.0,2.0,3.0,"1283,1489,-773,687,-314,1411,-623,-1113,714,0","134,-177,242,-264,324,734,749,-172,-30,232",0.31032903847731863,0.2648993667928277,2.153945510867341,2.7291739161374875,80,7466.0,오락·문화,1.0,1.247182907780234,0.9393003161432452,85,
030610,교보증권,2026-06-10,-45.0,98.0,53.0,372.0,-0.317652044968151,0.7,-4.0,278.0,-229.0,601.0,2.0,5.0,"294,90,81,191,431,68,-293,-155,196,-45","-261,-99,-2,-95,-6,153,170,131,49,98",0.16061794671789106,0.09431126467797267,0.8486517794597827,1.1035809908556464,81,12274.0,증권,-2.36,0.5136758708907052,0.9192923571206905,-92,
100840,SNT에너지,2026-06-10,134.0,-339.0,-205.0,4126.0,0.02165294296192033,0.6,3801.0,-526.0,4463.0,-337.0,4.0,1.0,"-3298,3142,12,499,621,-93,755,2837,830,134","-1709,-2824,-1973,92,-648,509,-320,-64,-123,-339",1.283886654832095,0.5036242337175123,1.1832157232866358,2.970726611836243,82,6825.0,기계·장비,2.64,1.3561773548641822,0.9153086959003931,156,
294400,KIWOOM 200TR,2026-06-10,10.0,-310.0,-300.0,9504.0,-0.9053525465642852,0.6,113.0,-290.0,-39.0,9543.0,3.0,2.0,"-295,106,253,-516,285,-321,169,-71,174,10","894,142,933,1146,-1326,-57,9890,216,-196,-310",1.5139227264614645,-0.8726461517688953,-1.4981923831052713,-0.856915808412702,83,21400.0,ETF(실물복제/수익증권),-4.99,-0.3709479335672334,0.9137712322951794,-228,
001720,신영증권,2026-06-10,-160.0,326.0,166.0,-2135.0,-0.14043336059750167,0.7,-585.0,572.0,-3830.0,1695.0,2.0,5.0,"-457,186,238,452,643,165,-3410,-1316,891,-160","-689,-184,-71,121,1370,1072,51,48,198,326",-1.2070567912345296,-0.39062745810794036,1.6329929618554768,0.035308712513006935,84,27652.0,증권,-1.87,0.03164545522407723,0.9045530002082074,-187,
003540,대신증권,2026-06-10,278.0,-173.0,105.0,-1400.0,-0.24769413099529503,0.4,785.0,-945.0,-497.0,-903.0,3.0,1.0,"577,1104,1328,1670,906,56,-1338,-341,848,278","-1624,-1987,-1544,-1041,-875,-308,350,-469,-303,-173",0.44485697554773435,0.19615581711210425,1.1832158691199297,1.8242286617797683,85,14274.0,증권,-1.86,0.8388496148950633,0.8880589778971117,-11,
010130,고려아연,2026-06-10,-527.0,-885.0,-1412.0,-5580.0,-0.10822160839304185,0.4,-2213.0,-1319.0,1963.0,-7543.0,2.0,1.0,"-235,10194,863,9921,10116,4037,139,-813,-873,-527","-5212,-15821,1826,-1408,-10351,-3306,-2918,-3512,3078,-885",0.18031071752628777,1.0570656361760646,-0.39307057696660447,0.8443057767357478,86,247553.0,금속,-2.15,0.3966845927605965,0.8684225069076821,-116,
499790,GS피앤엘,2026-06-10,-576.0,2347.0,1771.0,6349.0,-0.013735156428731465,0.5,-1475.0,3892.0,-3135.0,9484.0,1.0,5.0,"-437,-30,1181,149,179,218,-1878,-869,-30,-576","756,-551,-1820,-168,-225,875,4717,487,1058,2347",1.5937413873113615,0.24434120110918328,0.7292344359927267,2.5673170244132715,87,9896.0,금융,6.17,1.1741491444054366,0.8587305825625131,116,
282330,BGF리테일,2026-06-10,547.0,-102.0,445.0,3299.0,1.1596142774433016,0.7,2222.0,779.0,505.0,2794.0,2.0,4.0,"-310,272,-952,658,1192,-337,-1380,-429,2104,547","-292,-501,1293,-337,-522,255,1760,861,20,-102",0.7639294610770463,2.67406872240539,0.913232324812593,4.351230508295029,88,22486.0,유통,1.09,1.979094265215751,0.8571210504346457,471,
017960,한국카본,2026-06-10,-883.0,935.0,52.0,-9946.0,-0.9517410717445707,0.5,-1292.0,1974.0,-21156.0,11210.0,1.0,4.0,"1820,232,-133,5059,480,-14575,-5289,783,-1192,-883","-5612,-4475,-1990,-2737,1297,7600,1636,-552,1591,935",0.880490522872185,-1.8984807149009344,2.2109835232304875,1.192993331201738,89,15968.0,금속,1.31,0.5540208919649381,0.855643477701223,-79,
272580,TIGER 단기채권액티브,2026-06-10,47.0,326.0,373.0,2559.0,-0.24494417116524236,0.6,-92.0,2026.0,-48.0,2607.0,2.0,4.0,"-2,0,1,0,0,-2,46,-139,0,47","2164,-1934,-1069,-81,299,-41,622,1364,336,326",1.239934847817096,-0.6008330976017711,1.5701009398230552,2.20920269003838,90,7789.0,ETF(Active/수익증권),-0.01,1.0125592529943073,0.8277169413808521,67,
451540,TIGER 종합채권(AA-이상)액티브,2026-06-10,19.0,11.0,30.0,137.0,0.15530302997481904,0.9,1.0,121.0,20.0,117.0,3.0,4.0,"2,0,0,43,-18,20,-1,1,-19,19","17,1,90,-2,86,-20,16,64,46,11",0.15946008485235602,0.8103569365284486,2.291879476907412,3.2616964982882166,91,10902.0,ETF(Active/수익증권),-0.22,1.4874700394693803,0.8179389632744876,266,
243880,TIGER 200IT레버리지,2026-06-10,2.0,-6835.0,-6833.0,17779.0,-0.7387040947126293,0.5,773.0,8616.0,1467.0,16312.0,3.0,3.0,"4329,664,-26524,-6114,3267,-417,1111,4570,-3799,2","22081,-7301,-32869,-64322,9645,12498,-4802,10911,4540,-6835",1.75158826603221,-1.1845867187472534,1.8225169620945514,2.389518509379508,92,9495.0,ETF(실물복제/수익증권),-13.48,1.0939221331423536,0.807316413880702,110,
002840,미원상사,2026-06-10,-13.0,25.0,12.0,-31.0,-0.8021649869575775,0.6,26.0,7.0,-31.0,0.0,2.0,2.0,"-40,77,6,-5,-78,54,-111,-2,41,-13","-100,-100,48,28,117,-28,21,-8,-10,25",0.6117992489299761,-0.9069071903621664,2.0114788758641535,1.7163709344319633,93,5662.0,화학,2.76,0.7901815869022554,0.8070559761783687,-4,
458760,TIGER 미국배당다우존스타겟커버드콜2호,2026-06-10,-13.0,975.0,962.0,7253.0,0.14923998156648843,0.8,-90.0,1971.0,-3.0,7256.0,3.0,4.0,"21,-18,-357,3,667,60,27,1,-78,-13","-1795,99,736,647,573,3037,2248,2223,-1227,975",0.8288520854351297,0.32571784320360336,0.7700534726657743,1.9246234013045074,94,7338.0,ETF(실물복제/수익증권),0.52,0.8841501613989304,0.7889683078257903,36,
450080,에코프로머티,2026-06-10,512.0,-1131.0,-619.0,-316.0,-0.2923203249970244,0.4,6585.0,-4548.0,5349.0,-5665.0,4.0,2.0,"1526,910,-999,4431,-2636,62,-1298,5538,535,512","-2644,346,835,-7770,-1845,136,-1253,-4112,695,-1131",0.4829964936350409,0.450560540481221,0.057326995484938,0.9908840296011999,95,37333.0,전기·전자,-1.12,0.4628242629447177,0.7841052024264227,-89,
051910,LG화학,2026-06-10,6877.0,-9334.0,-2457.0,24716.0,-0.6895657614063819,0.7,36376.0,-24816.0,71320.0,-46604.0,5.0,0.0,"-11595,-10137,14328,18056,43993,12528,22416,19185,10314,6877","-26869,3820,15891,1133,-26179,-12226,-9562,-11541,-3941,-9334",0.7058041856299707,-1.335281897280218,1.6708521248489878,1.0413744131987404,96,228013.0,화학,-1.82,0.4856067511605954,0.7839409480958632,-84,
021240,코웨이,2026-06-10,-3300.0,3950.0,650.0,4572.0,-0.5257452574552155,0.4,11665.0,-9594.0,18992.0,-14420.0,3.0,2.0,"-913,4707,4271,2773,3592,697,6630,18479,-3514,-3300","-3657,-5622,-5319,-4015,-1523,-843,-3983,-18721,5177,3950",1.5766667964333048,-1.4196538784741615,1.884702322008921,2.041715239968064,97,65106.0,일반서비스,-0.43,0.9369848448466092,0.7756623084491023,67,
071050,한국금융지주,2026-06-10,8148.0,-4249.0,3899.0,22685.0,-0.24369716438000044,0.9,17835.0,-15444.0,4421.0,18264.0,4.0,3.0,"12725,14306,9671,3567,13414,8013,-21427,3823,5864,8148","-7874,-7094,-8182,7557,-2404,7300,26408,-12728,1533,-4249",0.24371292788157134,-0.3532691029255558,0.9491528489047325,0.8395966738607481,98,127613.0,금융,-1.08,0.39455973109164566,0.7742959483735788,-111,
004490,세방전지,2026-06-10,665.0,-532.0,133.0,-1323.0,-0.10663182781311487,0.2,552.0,-1026.0,112.0,-1435.0,3.0,0.0,"-974,636,825,152,437,49,-489,-604,491,665","-581,-680,-1060,-226,-763,-100,-309,-351,-143,-532",1.2853681401363803,-0.1862645754587613,2.1946901378509462,3.293793702528565,99,7277.0,전기·전자,0.96,1.5019530781247645,0.7725900116964198,300,
0043B0,TIGER 머니마켓액티브,2026-06-10,0.0,-2344.0,-2344.0,2513.0,0.19777701944524062,0.3,42.0,-827.0,-107.0,2620.0,1.0,3.0,"0,141,-4,-51,33,-44,-105,-27,69,0","-344,-2194,-557,-477,-5791,1804,1643,3320,-1803,-2344",2.030928760683298,-0.24870530585237857,-0.37893231952639167,1.4032911353045279,100,28572.0,ETF(Active/수익증권),0.0,0.6489123723305208,0.7641049206102462,-37,
