단축코드,표준코드,한글명,그룹코드,시가총액규모,지수업종대분류,지수업종중분류,지수업종소분류,제조업,저유동성,지배구조지수종목,KOSPI200섹터업종,KOSPI100,KOSPI50,KRX,ETP,ELW발행,KRX100,KRX자동차,KRX반도체,KRX바이오,KRX은행,SPAC,KRX에너지화학,KRX철강,단기과열,KRX미디어통신,KRX건설,Non1,KRX증권,KRX선박,KRX섹터_보험,KRX섹터_운송,SRI,기준가,매매수량단위,시간외수량단위,거래정지,정리매매,관리종목,시장경고,경고예고,불성실공시,우회상장,락구분,액면변경,증자구분,증거금비율,신용가능,신용기간,전일거래량,액면가,상장일자,상장주수,자본금,결산월,공모가,우선주,공매도과열,이상급등,KRX300,KOSPI,매출액,영업이익,경상이익,당기순이익,ROE,기준년월,시가총액,그룹사코드,회사신용한도초과,담보대출가능,대주가능
298000,KR7298000001,효성화학,ST,3.0,27,8,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,38900,1,1,Y,N,N,0,N,N,N,0,0,0,100,N,90,0,5000,20180713,3791,18959055000,12.0,,0,,N,N,Y,6150,-597,5070,3742,1286.25,20250331.0,1475,971,N,N,N
298020,KR7298020009,효성티앤씨,ST,2.0,27,8,0,,N,,4,N,N,Y,,N,N,,,,,N,,,0,,,N,,,,,,232000,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,8469,5000,20180713,4327,21638410000,12.0,,0,,N,Y,Y,19527,774,410,245,5.67,20250331.0,10040,971,N,N,N
298040,KR7298040007,효성중공업,ST,1.0,27,13,0,,N,,2,N,N,Y,,N,N,,,,,N,,,0,,,N,,,,,,1224000,1,1,N,N,N,2,N,N,N,0,0,0,100,N,90,88400,5000,20180713,9324,46622740000,12.0,,0,,N,Y,Y,10761,1024,1304,1036,21.1,20250331.0,114132,971,N,N,N
298050,KR7298050006,HS효성첨단소재,ST,2.0,27,8,0,,N,,4,N,N,Y,,N,N,,,,,N,,,0,,,N,,,,,,188800,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,16535,5000,20180713,4479,22399740000,12.0,,0,,N,Y,Y,8536,491,190,101,0.94,20250331.0,8458,971,N,N,Y
298340,KR7298340001,PLUS 국채선물3년,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,57360,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,24,0,20180608,344,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,197,,N,N,N
298690,KR7298690009,에어부산,ST,3.0,19,0,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,2110,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,142550,1000,20181227,116640,116640000000,12.0,,0,,N,N,Y,10068,1463,35,24,1.48,20241231.0,2461,926,N,N,N
298770,KR7298770009,KODEX 한국대만IT프리미어,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,29770,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,34483,0,20180611,1100,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,327,,N,N,N
300610,KR7300610003,TIGER K게임,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,7460,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,23984,0,20180724,1950,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,145,,N,N,N
300640,KR7300640000,RISE 게임테마,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,8870,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,25912,0,20180724,3350,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,297,,N,N,N
300720,KR7300720000,한일시멘트,ST,2.0,27,10,0,,N,,1,N,N,Y,,N,N,,,,,N,,,0,,,N,,,,,,21150,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,97815,500,20180806,69261,34630770000,12.0,,0,,N,Y,Y,2982,170,161,106,2.3,20250331.0,14648,,N,N,N
300950,KR7300950003,KODEX 게임산업,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,7125,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,266514,0,20180724,3200,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,228,,N,N,N
301400,KR7301400008,PLUS 코스닥150,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,13550,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,502,0,20180705,400,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,54,,N,N,N
301410,KR7301410007,PLUS 코스닥150선물인버스,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,5205,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2,0,20180711,300,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,15,,N,N,N
302190,KR7302190004,TIGER 중장기국채,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,52870,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,6278,0,20180720,5880,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,3108,,N,N,N
302440,KR7302440003,SK바이오사이언스,ST,1.0,27,9,0,,N,,A,Y,N,Y,,N,N,,,,,N,,,0,,,N,,,,,,46050,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,79161,500,20210318,78369,39184572500,12.0,,0,,N,Y,Y,1546,-151,-138,-41,-1.65,20250331.0,36088,535,N,N,Y
302450,KR7302450002,RISE 코스피,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,33400,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,6690,0,20180724,4700,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1569,,N,N,N
304660,KR7304660004,KODEX 미국30년국채울트라선물(H),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,7600,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,430068,0,20180912,37600,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,2857,,N,N,N
304670,KR7304670003,KODEX 미국30년국채울트라선물인버스(H),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,11860,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,443,0,20180912,500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,59,,N,N,N
304760,KR7304760002,HANARO KRX300,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,19945,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,85,0,20180814,400,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,79,,N,N,N
304770,KR7304770001,HANARO 코스닥150,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,13430,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,610,0,20180814,1200,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,161,,N,N,N
304780,KR7304780000,HANARO 200선물레버리지,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,28095,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,132,0,20180814,1900,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,533,,N,N,N
304940,KR7304940000,KODEX 미국나스닥100선물(H),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,26730,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,18586,0,20180830,4300,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1149,,N,N,N
305050,KR7305050007,ACE 코스피,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,33260,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4053,0,20181005,400,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,133,,N,N,N
305080,KR7305080004,TIGER 미국채10년선물,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,12495,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,192918,0,20180830,14200,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1774,,N,N,N
305540,KR7305540007,TIGER 2차전지테마,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,15660,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,1331757,0,20180912,61000,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,9552,,N,N,N
305720,KR7305720005,KODEX 2차전지산업,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,12515,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,2917943,0,20180912,89600,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,11213,,N,N,N
306200,KR7306200007,세아제강,ST,3.0,27,11,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,144500,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,6451,5000,20181005,2836,14181500000,12.0,,0,,N,N,Y,3789,256,267,188,6.77,20250331.0,4098,474,N,N,N
306520,KR7306520008,HANARO 200선물인버스,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,8025,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2877,0,20180918,350,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,28,,N,N,N
306530,KR7306530007,HANARO 코스닥150선물레버리지,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,8920,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2967,0,20180918,300,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,26,,N,N,N
306950,KR7306950007,KODEX KRX300레버리지,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,19505,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3221,0,20181016,1000,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,195,,N,N,N
307510,KR7307510008,TIGER 의료기기,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,17415,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,125458,0,20181108,300,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,52,,N,N,N
307520,KR7307520007,TIGER 지주회사,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,14010,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,312392,0,20181108,13700,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1919,,N,N,N
307950,KR7307950006,현대오토에버,ST,1.0,29,0,0,,N,,0,N,N,Y,,N,Y,,,,,N,,,0,,,N,,,,,,150500,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,36526,500,20190328,27423,13711991000,12.0,,0,,N,Y,Y,8330,267,282,199,4.63,20250331.0,41273,BH1,N,N,Y
308170,KR7308170000,씨티알모빌리티,ST,3.0,27,15,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,5010,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,6392,500,20191125,8610,4305000000,12.0,,0,,N,N,Y,1154,10,-11,-11,-6.13,20250331.0,431,,N,N,N
308620,KR7308620004,KODEX 미국10년국채선물,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,11790,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,128710,0,20181019,7200,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,848,,N,N,N
309230,KR7309230001,ACE 미국WideMoat동일가중,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,26840,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,14992,0,20181025,5200,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1395,,N,N,N
310080,KR7310080007,RISE 중국MSCI China(H),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10405,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2855,0,20181128,1200,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,124,,N,N,N
310960,KR7310960000,TIGER 200TR,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,25290,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,14582,0,20181120,4600,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1163,,N,N,N
310970,KR7310970009,TIGER MSCI Korea TR,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,18140,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,11236,0,20181120,87200,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,15818,,N,N,N
314250,KR7314250002,KODEX 미국빅테크10(H),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,53140,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,108041,0,20190110,12940,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,6876,,N,N,N
314700,KR7314700006,HANARO 농업융복합산업,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10435,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1166,0,20181221,550,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,57,,N,N,N
315270,KR7315270009,TIGER 200커뮤니케이션서비스,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,22230,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7605,0,20190115,300,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,66,,N,N,N
315930,KR7315930008,KODEX Top5PlusTR,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,26905,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,29660,0,20190122,33700,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,9066,,N,N,N
315960,KR7315960005,RISE 대형고배당10TR,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,23965,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,779122,0,20190122,3800,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,910,,N,N,N
316140,KR7316140003,우리금융지주,ST,1.0,21,0,0,,N,,6,Y,Y,Y,,N,Y,,,,,N,,,0,,,N,,,,,,25350,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,1573285,5000,20190213,742591,3802676300000,12.0,,0,,N,Y,Y,96252,8693,8646,6546,7.27,20250331.0,188246,,N,N,Y
316300,KR7316300003,ACE 싱가포르리츠,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,13100,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,468,0,20190129,500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,65,,N,N,N
316670,KR7316670009,KIWOOM 코스닥150,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,6670,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4352,0,20190122,2380,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,158,,N,N,N
317400,KR7317400000,자이에스앤디,ST,3.0,28,0,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,3605,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,61760,1000,20191106,38782,38782520000,12.0,,0,,N,N,Y,3127,-106,-23,-81,-0.48,20250331.0,1398,FN4,N,N,N
319640,KR7319640009,TIGER 골드선물(H),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,21260,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,16868,0,20190409,5000,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1063,,N,N,N
321410,KR7321410003,KODEX 멀티에셋하이인컴(H),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10190,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8,0,20190605,500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,50,,N,N,N
322000,KR7322000001,HD현대에너지솔루션,ST,3.0,27,13,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,45150,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,70200,5000,20191119,11200,56000000000,12.0,,0,,N,N,Y,853,-30,-18,-11,-1.17,20250331.0,5056,IC5,N,N,Y
322400,KR7322400003,HANARO e커머스,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,12385,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,44193,0,20190423,4550,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,563,,N,N,N
322410,KR7322410002,HANARO 고배당,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,17130,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,15564,0,20190423,1150,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,196,,N,N,N
323410,KR7323410001,카카오뱅크,ST,1.0,21,0,0,,N,,6,Y,Y,Y,,N,Y,,,,,N,,,0,,,N,,,,,,27200,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,2022258,5000,20210806,476990,2384952185000,12.0,,0,,N,Y,Y,29456,6069,5889,4401,6.95,20241231.0,129741,KAO,N,N,Y
325010,KR7325010007,KODEX 성장주,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,17725,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,27948,0,20190531,6000,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1063,,N,N,N
325020,KR7325020006,KODEX 배당가치,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,16840,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,13074,0,20190531,6400,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1077,,N,N,N
326030,KR7326030004,SK바이오팜,ST,1.0,26,0,0,,N,,A,Y,Y,Y,,Y,N,,,,,N,,,0,,,N,,,,,,99600,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,373640,500,20200702,78313,39156625000,12.0,,0,,N,Y,Y,1444,257,203,196,16.74,20250331.0,77999,535,N,N,Y
326230,KR7326230000,RISE 내수주플러스,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,10190,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,4861,0,20190620,3200,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,326,,N,N,N
326240,KR7326240009,RISE IT플러스,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,17535,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,14454,0,20190620,8040,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1409,,N,N,N
328370,KR7328370002,PLUS 코스피TR,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,17760,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,196,0,20190625,6400,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1136,,N,N,N
329180,KR7329180004,HD현대중공업,ST,1.0,27,15,0,,N,,2,Y,Y,Y,,Y,Y,,,,,N,,,0,,,N,,,,,,475000,1,1,N,N,N,0,N,N,N,0,0,0,20,Y,90,259830,5000,20210917,88773,443865580000,12.0,,0,,N,Y,Y,38225,4337,3763,2842,19.75,20250331.0,421672,IC5,N,N,N
329200,KR7329200000,TIGER 리츠부동산인프라,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,4270,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,986920,0,20190719,165750,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,7077,,N,N,N
329650,KR7329650006,KODEX TRF3070,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,13950,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,50672,0,20190704,16700,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,2329,,N,N,N
329660,KR7329660005,KODEX TRF5050,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,16665,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,40404,0,20190704,5200,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,866,,N,N,N
329670,KR7329670004,KODEX TRF7030,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,19520,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,18726,0,20190704,3500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,683,,N,N,N
329750,KR7329750004,TIGER 미국달러단기채권액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,12695,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,324396,0,20190724,34070,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,4325,,N,N,N
330590,KR7330590001,롯데리츠,RT,2.0,28,0,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,Y,,,,,,3980,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,366767,500,20191030,288968,144484442000,,,0,,N,N,Y,0,0,0,0,0.0,,11500,283,N,N,N
332500,KR7332500008,ACE 200TR,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,29060,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,1387,0,20190828,1900,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,552,,N,N,N
332610,KR7332610005,PLUS 미국단기회사채(AAA~A),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,125890,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,619,0,20190820,256,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,322,,N,N,N
332620,KR7332620004,PLUS 미국장기우량회사채,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,93090,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,1483,0,20190820,357,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,332,,N,N,N
332930,KR7332930007,HANARO 200TR,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,56630,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,15270,0,20190828,2000,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,1132,,N,N,N
332940,KR7332940006,HANARO MSCI Korea TR,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,18080,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,141,0,20190828,2400,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,433,,N,N,N
334690,KR7334690005,RISE 팔라듐선물(H),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,5750,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8425,0,20190924,700,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,40,,N,N,N
334700,KR7334700002,RISE 팔라듐선물인버스(H),EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,N,,,,,,4680,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,5087,0,20190924,500,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,23,,N,N,N
334890,KR7334890001,이지스밸류플러스리츠,RT,3.0,28,0,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,Y,,,,,,4315,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,125430,1000,20200716,51443,51443469000,,,0,,N,N,Y,0,0,0,0,0.0,,2219,,N,N,N
336160,KR7336160007,RISE 금융채액티브,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,103855,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,948,0,20191029,430,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,446,,N,N,N
336260,KR7336260005,두산퓨얼셀,ST,2.0,27,13,0,,N,,0,N,N,Y,,N,N,,,,,N,,,0,,,N,,,,,,23700,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,145635,100,20191018,65493,6549372600,12.0,,0,,N,Y,Y,997,-115,-152,-101,-8.2,20250331.0,15522,391,N,N,Y
33626K,KR733626K013,두산퓨얼셀1우,ST,0.0,27,13,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,6200,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,55920,100,20191018,13364,1336420000,12.0,,1,,N,N,N,0,0,0,0,0.0,,828,,N,N,N
33626L,KR733626K021,두산퓨얼셀2우B,ST,0.0,27,13,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,11040,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3659,100,20191018,2986,298630000,12.0,,2,,N,N,N,0,0,0,0,0.0,,329,,N,N,N
336370,KR7336370002,솔루스첨단소재,ST,2.0,27,13,0,,N,,0,N,N,Y,,N,N,,,,,N,,,0,,,N,,,,,,8760,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,101235,100,20191018,70217,7021734400,12.0,,0,,N,Y,Y,1576,-153,-293,-319,-8.25,20250331.0,6151,,N,N,N
33637K,KR733637K010,솔루스첨단소재1우,ST,0.0,27,13,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,1870,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10270,100,20191018,16908,1690876600,12.0,,1,,N,N,N,0,0,0,0,0.0,,316,,N,N,N
33637L,KR733637K028,솔루스첨단소재2우B,ST,0.0,27,13,0,,N,,0,N,N,N,,N,N,,,,,N,,,0,,,N,,,,,,4140,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,3169,100,20191018,3778,377829600,12.0,,2,,N,N,N,0,0,0,0,0.0,,156,,N,N,N
337120,KR7337120000,KODEX 멀티팩터,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,15300,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,0,0,20191114,600,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,91,,N,N,N
337140,KR7337140008,KODEX 코스피대형주,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,15575,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8051,0,20191114,1100,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,171,,N,N,N
337150,KR7337150007,KODEX 200exTOP,EF,,0,0,0,N,N,,0,N,N,N,2.0,N,N,,,,,N,,,0,,,Y,,,,,,15665,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2740,0,20191114,900,0,12.0,,0,,N,N,N,0,0,0,0,0.0,,140,,N,N,N
