종목코드,종목명,시가총액,PER,EPS,PBR,섹터,당일등락(%),ROE(%),부채비율(%),매출증가율(%),영업이익증가율(%),기준일자
092130,이크레더블,1642,12.75,1069.0,3.84,IT 서비스,0.22,40.95,68.72,13.4,10.27,2026-06-25
388790,라이콤,1638,0.0,0.0,0.0,전기·전자,-9.32,0.0,0.0,0.0,0.0,2026-06-25
389020,자람테크놀로지,1637,74.06,320.0,3.45,전기·전자,-4.05,5.09,84.49,90.74,0.0,2026-06-25
083930,아바코,1629,5.72,1939.0,0.71,기계·장비,-3.23,15.48,79.94,-43.12,0.0,2026-06-25
108380,대양전기공업,1624,6.55,2591.0,0.58,운송장비·부품,0.65,10.03,21.22,-8.53,9.86,2026-06-25
484120,도우인시스,1618,301.43,49.0,0.96,전기·전자,-8.09,6.04,33.44,61.26,0.0,2026-06-25
457550,우진엔텍,1614,0.0,0.0,0.0,일반서비스,-0.17,0.0,0.0,0.0,0.0,2026-06-25
082800,비보존 제약,1612,-4.36,-609.0,1.93,제약,-2.39,-34.26,74.7,-24.1,0.0,2026-06-25
092070,디엔에프,1612,0.0,0.0,0.0,화학,-0.5,0.0,0.0,0.0,0.0,2026-06-25
451760,컨텍,1610,-20.1,-485.0,1.73,IT 서비스,-4.69,-2.5,39.28,-2.99,0.0,2026-06-25
042420,네오위즈홀딩스,1610,5.01,3946.0,0.35,IT 서비스,-1.89,9.83,20.47,13.75,-33.93,2026-06-25
255220,SG,1600,-66.36,-22.0,1.29,비금속,-1.55,-13.42,93.7,-37.28,0.0,2026-06-25
061090,세나테크놀로지,1599,8.73,3277.0,0.91,전기·전자,-4.19,0.0,17.31,-4.31,-36.83,2026-06-25
101970,우양에이치씨,1596,0.0,0.0,0.0,금속,12.16,0.0,30.55,3.73,-10.35,2026-06-25
066410,버킷스튜디오,1596,-3.57,-323.0,1.21,통신,0.0,-34.42,9.63,15.18,0.0,2026-06-25
046070,코다코,1592,-25.01,-411.0,11.62,운송장비·부품,0.0,-18.9,4162.78,-12.08,-2.73,2026-06-25
478340,나라스페이스테크놀로지,1587,-11.49,-1194.0,-2.99,운송장비·부품,-5.12,0.0,0.0,164.1,0.0,2026-06-25
038390,레드캡투어,1585,6.69,1416.0,0.79,일반서비스,1.07,12.12,256.57,-12.26,0.35,2026-06-25
432720,퀄리타스반도체,1583,0.0,0.0,0.0,전기·전자,-1.85,0.0,0.0,0.0,0.0,2026-06-25
149950,아바텍,1577,20.25,570.0,1.11,전기·전자,-9.06,6.19,6.52,11.58,163.52,2026-06-25
138360,앤로보틱스,1574,18.26,112.0,1.88,기계·장비,-3.08,0.0,50.4,730.87,0.0,2026-06-25
304100,솔트룩스,1570,-14.09,-885.0,2.23,IT 서비스,-4.81,-15.14,57.41,55.13,0.0,2026-06-25
403850,더핑크퐁컴퍼니,1561,7.57,1437.0,0.85,오락·문화,7.19,13.1,10.46,-14.43,-51.86,2026-06-25
371950,풍원정밀,1561,-6.34,-1087.0,12.71,전기·전자,2.53,-143.87,803.87,96.73,0.0,2026-06-25
382800,지앤비에스 에코,1558,24.6,199.0,1.32,기계·장비,-5.14,12.86,24.5,123.29,2549.24,2026-06-25
086820,바이오솔루션,1555,545.45,11.0,4.53,제약,0.0,0.0,58.23,19.87,0.0,2026-06-25
054450,텔레칩스,1555,-2.52,-4070.0,1.06,전기·전자,-3.93,-33.52,162.66,46.18,0.0,2026-06-25
446540,메가터치,1553,0.0,0.0,0.0,전기·전자,-8.4,0.0,0.0,0.0,0.0,2026-06-25
024840,KBI메탈,1553,-3740.0,-1.0,1.07,금속,-7.65,6.3,163.31,14.22,202.32,2026-06-25
334970,프레스티지바이오로직스,1550,-5.34,-373.0,1.15,제약,6.12,-26.56,99.91,477.83,0.0,2026-06-25
405100,큐알티,1545,53.49,235.0,1.65,일반서비스,-1.57,6.16,79.77,32.73,425.45,2026-06-25
080160,모두투어,1544,10.65,767.0,1.61,일반서비스,-1.33,14.77,148.55,-6.05,-64.39,2026-06-25
143160,아이디스,1543,9.05,1591.0,0.59,전기·전자,1.98,7.04,37.3,-2.33,-22.91,2026-06-25
377450,리파인,1542,7.48,1190.0,0.77,IT 서비스,-0.34,12.53,6.57,2.05,-9.08,2026-06-25
357880,SKAI,1541,-6.86,-424.0,10.86,IT 서비스,-3.16,-130.76,113.15,57.21,0.0,2026-06-25
484810,티엑스알로보틱스,1539,30.65,325.0,4.1,기계·장비,-4.32,16.19,144.88,72.41,48.2,2026-06-25
0088M0,메쥬,1532,0.0,0.0,0.0,의료·정밀기기,-8.5,,,,,2026-06-25
102120,어보브반도체,1531,15.13,569.0,1.2,전기·전자,-2.16,7.77,81.75,1.28,-24.09,2026-06-25
402490,그린리소스,1526,14.56,619.0,2.14,전기·전자,-3.33,19.98,96.43,4.66,196.06,2026-06-25
071200,인피니트헬스케어,1525,5.78,1082.0,0.79,IT 서비스,-3.85,21.48,27.78,31.13,232.68,2026-06-25
007330,푸른저축은행,1525,0.0,0.0,0.0,금융,0.1,0.0,0.0,0.0,0.0,2026-06-25
093190,빅솔론,1518,8.29,952.0,0.58,전기·전자,-0.13,12.17,20.19,35.31,390.53,2026-06-25
126700,하이비젼시스템,1517,-8.89,-1142.0,0.52,의료·정밀기기,-4.06,-9.5,22.02,22.57,0.0,2026-06-25
469610,이노테크,1517,15.28,1110.0,2.44,기계·장비,20.88,0.0,45.28,14.76,0.84,2026-06-25
402030,코난테크놀로지,1513,-10.38,-1165.0,7.21,IT 서비스,0.92,-53.3,126.18,7.74,0.0,2026-06-25
146320,비씨엔씨,1501,130.33,90.0,1.9,전기·전자,0.26,3.4,128.04,19.51,0.0,2026-06-25
023910,대한약품,1497,0.0,0.0,0.0,제약,1.01,0.0,0.0,0.0,0.0,2026-06-25
072870,메가스터디,1495,5.48,2290.0,0.43,오락·문화,0.4,9.1,56.47,-4.3,-8.12,2026-06-25
011040,경동제약,1495,17.55,277.0,0.59,제약,0.62,5.25,34.71,4.37,57.57,2026-06-25
086670,비엠티,1493,7.42,2027.0,1.0,기계·장비,0.13,14.15,86.6,-2.81,-36.2,2026-06-25
046440,KG파이낸셜,1475,6.37,609.0,0.39,IT 서비스,-0.39,6.17,66.29,2.13,-9.01,2026-06-25
126640,화신정공,1472,58.33,72.0,1.4,운송장비·부품,-10.35,2.34,58.87,-10.54,-84.6,2026-06-25
462860,더즌,1471,12.97,158.0,2.01,통신,-3.07,16.65,165.61,1.89,49.38,2026-06-25
109740,디에스케이,1468,-9.45,-604.0,1.36,기계·장비,3.25,-12.9,29.75,58.34,0.0,2026-06-25
088800,에이스테크,1466,-5.13,-378.0,2.12,전기·전자,-6.91,-35.51,291.84,-37.44,0.0,2026-06-25
079960,동양이엔피,1463,2.96,6293.0,0.32,전기·전자,-2.51,11.08,18.51,-24.84,-59.0,2026-06-25
032620,GC메디아이,1462,3.95,708.0,1.0,IT 서비스,-2.1,28.56,45.74,10.01,421.63,2026-06-25
048550,SM C&C,1462,-68.73,-22.0,1.79,일반서비스,-1.69,-1.89,136.72,21.35,0.0,2026-06-25
418550,제이오,1460,-19.57,-233.0,0.8,일반서비스,-5.0,0.0,19.5,-34.77,0.0,2026-06-25
270660,에브리봇,1458,-11.31,-1016.0,2.34,전기·전자,-1.37,-20.12,69.91,99.26,0.0,2026-06-25
048870,시너지이노베이션,1457,47.26,35.0,0.69,의료·정밀기기,-0.78,3.04,21.88,-0.78,-20.21,2026-06-25
388050,지투파워,1457,26.23,297.0,3.46,전기·전자,-1.64,19.65,98.12,92.35,0.0,2026-06-25
105330,케이엔더블유,1455,-25.29,-359.0,1.18,운송장비·부품,0.22,-4.76,132.11,-15.14,0.0,2026-06-25
264450,유비쿼스,1450,6.11,1618.0,0.74,전기·전자,-1.3,14.96,13.13,6.72,26.98,2026-06-25
049960,쎌바이오텍,1448,14.3,1077.0,0.8,제약,1.52,10.46,7.71,30.0,134.0,2026-06-25
024800,유성티엔에스,1447,2.64,1480.0,0.25,운송·창고,-1.14,10.03,16.98,-41.96,223.47,2026-06-25
024060,흥구석유,1443,234.63,41.0,1.81,유통,-4.75,0.79,17.74,-7.77,0.0,2026-06-25
101360,에코앤드림,1439,-16.71,-484.0,0.67,전기·전자,-4.15,-4.25,137.3,-46.14,0.0,2026-06-25
372170,윤성에프앤씨,1436,-7.5,-2401.0,0.81,기계·장비,-4.05,-10.03,48.19,-26.46,0.0,2026-06-25
106190,하이텍팜,1424,0.0,0.0,0.0,제약,-1.03,0.0,0.0,0.0,0.0,2026-06-25
489500,엘케이켐,1419,31.31,709.0,2.34,화학,-6.33,9.02,10.83,79.6,130.7,2026-06-25
078070,유비쿼스홀딩스,1416,7.26,1143.0,0.52,금융,-1.19,10.26,8.02,13.39,28.18,2026-06-25
126730,코칩,1415,48.18,335.0,2.29,전기·전자,-5.45,8.08,20.5,40.89,138.45,2026-06-25
123410,코리아에프티,1403,3.2,1577.0,0.54,운송장비·부품,-1.56,16.76,102.89,7.62,1.94,2026-06-25
445180,퓨릿,1401,0.0,0.0,0.0,화학,-0.37,0.0,0.0,0.0,0.0,2026-06-25
054800,아이디스홀딩스,1393,3.57,3775.0,0.32,일반서비스,0.52,12.45,40.22,20.58,46.74,2026-06-25
041020,폴라리스오피스,1389,28.52,98.0,1.55,IT 서비스,-4.28,6.57,27.74,1.5,18.51,2026-06-25
163730,핑거,1388,360.94,32.0,2.33,IT 서비스,-3.91,-0.37,40.37,-0.74,0.0,2026-06-25
104480,티케이케미칼,1384,-1.24,-1233.0,0.12,화학,-2.25,-10.89,34.14,-10.44,0.0,2026-06-25
005990,매일홀딩스,1380,4.34,2392.0,0.3,음식료·담배,-1.14,8.65,66.25,4.25,52.42,2026-06-25
234690,녹십자웰빙,1376,13.58,564.0,1.21,제약,0.66,1.74,117.82,41.34,-3.3,2026-06-25
474170,루미르,1374,-102.8,-75.0,2.24,운송장비·부품,-1.28,-2.46,18.1,17.73,0.0,2026-06-25
488280,에스투더블유,1372,-22.68,-560.0,5.85,IT 서비스,-7.3,-43.63,38.65,0.13,0.0,2026-06-25
023600,삼보판지,1370,5.12,1673.0,0.23,종이·목재,1.42,4.38,28.18,2.6,-25.08,2026-06-25
049720,고려신용정보,1369,10.32,927.0,2.17,일반서비스,0.21,23.16,79.77,2.74,10.84,2026-06-25
086890,이수앱지스,1368,0.0,0.0,0.0,제약,3.23,0.0,0.0,0.0,0.0,2026-06-25
039860,나노엔텍,1368,76.38,47.0,1.49,의료·정밀기기,-2.71,3.19,9.38,31.74,82.74,2026-06-25
060150,인선이엔티,1367,-12.77,-235.0,0.43,일반서비스,-1.15,-2.25,48.25,-1.97,-13.09,2026-06-25
260970,에스앤디,1367,9.04,5225.0,2.01,음식료·담배,4.19,21.74,36.67,31.56,56.19,2026-06-25
179290,엠아이텍,1363,6.7,628.0,1.08,의료·정밀기기,-1.06,0.0,15.1,-3.02,-26.27,2026-06-25
418420,라온텍,1362,-20.53,-216.0,8.09,전기·전자,-4.11,-34.52,74.55,-17.14,0.0,2026-06-25
037350,성도이엔지,1358,4.91,1820.0,0.46,일반서비스,-2.51,10.7,130.81,-27.82,-2.71,2026-06-25
118990,모트렉스,1352,18.49,298.0,0.54,운송장비·부품,-4.01,1.46,194.81,-5.4,-40.49,2026-06-25
226590,엠디바이스,1349,12.19,1033.0,2.83,전기·전자,0.32,0.0,173.12,1.88,37.16,2026-06-25
232680,라온로보틱스,1343,34.34,295.0,3.38,기계·장비,-2.22,12.71,58.01,16.36,15147.65,2026-06-25
067280,멀티캠퍼스,1342,5.13,4417.0,0.58,일반서비스,-0.88,10.75,41.12,6.28,-86.42,2026-06-25
056090,시지메드텍,1341,20.62,63.0,1.43,의료·정밀기기,-2.55,7.27,32.89,10.87,-59.76,2026-06-25
058820,CMG제약,1339,-12.94,-70.0,0.66,제약,-2.69,-4.3,58.31,23.71,0.0,2026-06-25
293580,나우IB,1335,23.05,61.0,1.28,금융,1.88,-0.93,64.8,-52.17,-96.47,2026-06-25
211270,AP위성,1333,12.79,691.0,1.19,전기·전자,-2.96,10.41,28.45,18.61,-27.51,2026-06-25
204610,티쓰리,1333,8.73,275.0,1.31,IT 서비스,4.58,19.22,16.64,37.8,69.85,2026-06-25
452450,피아이이,1333,-5.91,-626.0,2.36,기계·장비,-4.02,-35.94,164.92,35.66,0.0,2026-06-25
147830,제룡산업,1328,0.0,0.0,0.0,금속,-2.06,0.0,0.0,0.0,0.0,2026-06-25
209640,와이제이링크,1327,-42.8,-109.0,1.78,기계·장비,14.48,1.74,59.26,94.18,0.0,2026-06-25
140670,알에스오토메이션,1324,-26.23,-393.0,2.26,전기·전자,-4.0,-8.7,55.09,26.71,0.0,2026-06-25
269620,시스웍,1321,-26.15,-34.0,-5.7,의료·정밀기기,0.0,0.0,0.0,-24.82,0.0,2026-06-25
264850,이랜시스,1315,31.0,140.0,2.44,전기·전자,-3.12,8.53,26.4,2.4,-15.39,2026-06-25
311320,지오엘리먼트,1312,24.02,433.0,2.23,전기·전자,0.0,9.33,26.73,12.49,172.88,2026-06-25
0007C0,아크릴,1307,-34.06,-478.0,2.99,IT 서비스,-3.61,0.0,24.63,123.44,0.0,2026-06-25
114840,아이패밀리에스씨,1306,5.98,1261.0,1.23,화학,-1.57,18.55,40.16,0.83,-48.33,2026-06-25
042600,새로닉스,1306,-4.14,-2540.0,1.44,전기·전자,-5.32,-17.55,129.6,-10.91,0.0,2026-06-25
308080,바이젠셀,1306,-8.71,-731.0,2.11,일반서비스,-3.63,-20.23,16.24,0.0,0.0,2026-06-25
038290,마크로젠,1301,64.17,187.0,0.83,일반서비스,0.42,2.48,120.0,10.57,0.0,2026-06-25
001540,안국약품,1289,17.21,574.0,0.68,제약,0.92,9.78,90.95,30.59,173.53,2026-06-25
067290,JW신약,1286,8.23,279.0,3.15,제약,-12.74,46.3,43.0,-12.87,-25.09,2026-06-25
361390,제노코,1285,0.0,0.0,0.0,전기·전자,-3.79,0.0,0.0,0.0,0.0,2026-06-25
199430,케이엔알시스템,1282,-14.78,-778.0,5.53,의료·정밀기기,-8.51,-33.15,105.15,-14.14,0.0,2026-06-25
285490,노바텍,1269,7.16,1675.0,0.71,기타제조,-3.15,12.31,22.76,-34.8,0.0,2026-06-25
086980,쇼박스,1262,-8.4,-240.0,1.17,오락·문화,-3.12,3.49,68.23,572.0,0.0,2026-06-25
005160,동국산업,1261,-12.64,-184.0,0.32,금속,-0.43,-5.85,96.74,-18.37,0.0,2026-06-25
069510,에스텍,1260,3.03,3815.0,0.41,전기·전자,-0.86,17.31,43.48,-11.87,-55.77,2026-06-25
036690,코맥스,1257,-3.02,-955.0,4.56,전기·전자,0.0,-36.32,202.09,-15.28,0.0,2026-06-25
297890,HB솔루션,1241,4.69,362.0,0.5,기계·장비,-0.82,15.46,27.26,-27.01,0.0,2026-06-25
264660,씨앤지하이테크,1238,6.34,2009.0,0.84,기계·장비,-1.55,12.2,37.86,-78.85,0.0,2026-06-25
136540,윈스테크넷,1237,6.72,1499.0,0.58,IT 서비스,0.6,10.2,13.14,-2.36,-31.36,2026-06-25
259630,엠플러스,1234,5.98,1689.0,1.17,기계·장비,-3.53,29.0,107.07,119.6,328.13,2026-06-25
458650,성우,1226,25.79,316.0,0.55,전기·전자,-6.21,2.1,11.89,-0.6,-73.07,2026-06-25
380550,뉴로핏,1225,-4.64,-2162.0,6.0,IT 서비스,-4.38,0.0,15.63,-9.86,0.0,2026-06-25
267320,나인테크,1223,-6.51,-327.0,1.33,기계·장비,-4.7,-16.85,78.57,24.5,0.0,2026-06-25
080420,모다이노칩,1221,-26.4,-58.0,0.34,유통,1.46,-3.11,180.55,-8.37,-61.91,2026-06-25
073010,케이에스피,1218,18.59,163.0,1.46,기계·장비,-2.57,8.93,76.11,15.06,43.32,2026-06-25
220260,켐트로스,1209,0.0,0.0,0.0,화학,-2.71,0.0,0.0,0.0,0.0,2026-06-25
289080,SV인베스트먼트,1209,-20.51,-98.0,1.53,금융,1.46,-7.48,34.72,-11.68,0.0,2026-06-25
408920,메쎄이상,1208,7.79,359.0,1.49,일반서비스,-0.18,23.58,37.32,25.76,50.7,2026-06-25
083500,에프엔에스테크,1203,14.28,1014.0,1.33,기계·장비,-1.76,12.36,40.39,-0.85,197.22,2026-06-25
321550,티움바이오,1203,-6.86,-584.0,3.08,일반서비스,-6.21,-36.39,182.14,40.07,0.0,2026-06-25
003100,선광,1201,3.04,5994.0,0.26,운송·창고,-1.67,9.52,60.36,-3.54,6.94,2026-06-25
282880,코윈테크,1195,70.48,145.0,0.68,기계·장비,-4.4,3.08,69.88,50.82,0.0,2026-06-25
041440,현대에버다임,1195,25.87,259.0,0.62,기계·장비,0.0,3.72,74.91,32.06,0.0,2026-06-25
293780,압타바이오,1191,-6.99,-607.0,2.52,일반서비스,-4.29,-43.64,31.43,150.17,0.0,2026-06-25
322510,제이엘케이,1182,-8.62,-533.0,2.82,IT 서비스,-0.97,-33.47,88.17,-15.07,0.0,2026-06-25
222040,코스맥스엔비티,1182,-7.86,-729.0,2.66,음식료·담배,0.17,-6.22,399.06,29.21,1080.07,2026-06-25
047310,파워로직스,1179,-9.55,-337.0,0.6,전기·전자,-6.12,-0.72,95.39,35.31,0.0,2026-06-25
256940,킵스파마,1177,-11.74,-499.0,1.9,제약,4.64,-3.91,186.14,46.23,0.0,2026-06-25
306620,지아이에스,1175,-26.92,-91.0,2.39,기계·장비,-7.37,-7.37,276.16,82.89,0.0,2026-06-25
142210,유니트론텍,1172,8.88,636.0,0.84,유통,0.71,16.2,168.08,27.67,84.71,2026-06-25
094840,슈프리마에이치큐,1170,9.33,1278.0,0.48,전기·전자,4.74,4.7,3.03,24.92,-22.92,2026-06-25
053080,케이엔솔,1169,-2.15,-4174.0,0.94,기계·장비,-2.81,-37.9,218.88,-11.06,-83.72,2026-06-25
122450,KX,1165,5.88,442.0,0.31,오락·문화,0.19,5.67,90.24,13.87,0.0,2026-06-25
067900,와이엔텍,1163,3.82,1672.0,0.33,일반서비스,-5.05,9.7,44.63,6.91,-4.88,2026-06-25
331920,셀레믹스,1162,-24.01,-494.0,4.21,제약,-2.23,-53.13,30.65,-46.4,0.0,2026-06-25
041590,플래스크,1161,395.0,6.0,2.8,건설,0.0,9.66,14.19,13.46,0.0,2026-06-25
093640,케이알엠,1153,-8.14,-431.0,1.63,전기·전자,5.88,-17.77,47.47,-29.47,0.0,2026-06-25
032940,원익,1150,10.0,632.0,0.4,유통,-4.24,3.38,37.12,0.99,1.23,2026-06-25
115500,케이씨에스,1150,0.0,0.0,0.0,IT 서비스,-12.99,0.0,0.0,0.0,0.0,2026-06-25
092040,아미코젠,1148,-2.99,-543.0,0.95,음식료·담배,-4.07,-3.64,60.24,13.49,0.0,2026-06-25
090850,현대이지웰,1144,5.03,1011.0,1.05,IT 서비스,-0.2,21.15,131.5,7.91,-13.62,2026-06-25
095190,신화프리텍,1141,-17.32,-101.0,1.03,금속,-0.4,-5.4,155.21,18.11,147.45,2026-06-25
289930,웨이비스,1139,-17.57,-493.0,3.22,전기·전자,-2.37,-21.94,99.33,74.05,0.0,2026-06-25
079650,서산,1138,-116.12,-49.0,1.63,비금속,-29.93,-0.31,5.22,46.1,0.0,2026-06-25
413630,씨피시스템,1137,58.87,53.0,2.61,화학,-11.36,5.89,13.3,5.0,12.31,2026-06-25
036010,아비코전자,1137,11.94,716.0,0.97,전기·전자,-3.61,9.85,29.21,12.22,108.19,2026-06-25
017510,세명전기,1134,24.23,307.0,1.44,금속,-2.62,6.1,12.57,15.64,51.71,2026-06-25
299030,하나기술,1129,-19.45,-726.0,1.12,기계·장비,-0.91,-7.89,281.19,-42.41,0.0,2026-06-25
366030,공구우먼,1126,15.11,329.0,1.36,섬유·의류,-1.78,13.38,8.78,-6.13,-29.36,2026-06-25
039560,다산네트웍스,1124,-14.48,-181.0,0.39,전기·전자,-3.5,-2.8,85.68,4.73,10.76,2026-06-25
067990,도이치모터스,1123,32.91,117.0,0.29,유통,-0.26,0.99,356.32,10.24,31.55,2026-06-25
320000,한울반도체,1123,-4.73,-3557.0,3.37,기계·장비,-17.65,0.0,215.42,414.41,0.0,2026-06-25
475430,키스트론,1121,0.0,0.0,0.0,전기·전자,10.76,0.0,0.0,0.0,0.0,2026-06-25
166480,코아스템켐온,1121,-3.25,-652.0,1.84,제약,-3.64,-66.14,119.29,-28.96,0.0,2026-06-25
089600,KT나스미디어,1121,-17.37,-558.0,0.55,일반서비스,0.0,0.0,0.0,0.0,0.0,2026-06-25
473980,노머스,1121,7.46,1359.0,1.08,오락·문화,-2.5,14.17,11.64,-2.94,-12.98,2026-06-25
095700,제넥신,1116,0.0,0.0,0.0,일반서비스,-3.92,0.0,0.0,0.0,0.0,2026-06-25
307750,국전,1115,-24.01,-86.0,1.08,제약,-4.84,-7.57,75.01,-9.44,2248.94,2026-06-25
049520,유아이엘,1112,5.18,696.0,0.56,전기·전자,-0.96,11.12,39.71,-8.73,-18.42,2026-06-25
013990,아가방컴퍼니,1112,9.63,351.0,0.52,유통,-3.43,7.61,31.91,9.25,57.69,2026-06-25
038540,상상인,1106,-0.95,-2100.0,0.29,IT 서비스,-1.28,-26.18,989.46,14.09,0.0,2026-06-25
108230,톱텍,1105,-7.49,-388.0,0.28,기계·장비,-4.28,-0.76,40.31,-28.03,0.0,2026-06-25
453450,그리드위즈,1101,51.33,270.0,0.83,일반서비스,3.12,2.91,36.29,-6.9,0.0,2026-06-25
217270,넵튠,1098,-2.73,-860.0,0.33,IT 서비스,-2.08,-11.67,17.66,-0.56,-27.61,2026-06-25
066430,아이로보틱스,1098,-233.75,-12.0,2.52,유통,-3.77,-1.14,20.35,1.03,621.59,2026-06-25
297090,씨에스베어링,1098,9.77,412.0,1.09,기계·장비,0.0,12.2,45.03,1.73,47.56,2026-06-25
115310,인포바인,1095,15.56,441.0,0.53,통신,-0.15,7.04,10.08,-3.45,-16.22,2026-06-25
018120,진로발효,1090,8.98,1834.0,1.19,음식료·담배,-0.18,13.13,23.03,-17.86,-29.1,2026-06-25
417500,제이아이테크,1084,16.04,206.0,1.37,화학,-1.49,10.97,70.92,21.9,55.58,2026-06-25
187790,나노,1083,15.39,228.0,2.52,화학,-5.01,6.43,171.73,-19.22,0.0,2026-06-25
339950,아이비김영,1083,5.23,461.0,1.42,일반서비스,-0.62,38.02,122.17,6.26,0.0,2026-06-25
419050,삼기에너지솔루션즈,1079,-12.1,-156.0,1.68,운송장비·부품,29.96,-11.15,227.87,65.65,-45.17,2026-06-25
009780,엠에스씨,1074,4.67,1307.0,0.57,음식료·담배,4.27,12.65,46.72,-0.09,-1.15,2026-06-25
006620,동구바이오제약,1073,2.13,1766.0,0.67,제약,0.27,40.3,128.49,-1.04,-22.5,2026-06-25
054050,농우바이오,1072,8.72,767.0,0.39,,1.06,4.41,27.11,-2.71,-28.97,2026-06-25
021080,에이티넘인베스트,1070,0.0,0.0,0.0,금융,-2.62,0.0,0.0,0.0,0.0,2026-06-25
027710,팜스토리,1068,3.55,270.0,0.38,음식료·담배,-2.14,8.71,188.17,-2.6,135.9,2026-06-25
263860,지니언스,1066,14.21,826.0,1.63,IT 서비스,-4.08,14.87,32.69,25.5,4670.76,2026-06-25
333430,일승,1065,14.26,243.0,2.32,운송장비·부품,-1.56,21.09,40.86,20.44,227.97,2026-06-25
051980,중앙첨단소재,1063,-18.06,-53.0,1.02,전기·전자,-9.8,-3.61,22.76,-30.38,0.0,2026-06-25
148150,세경하이테크,1061,3.05,980.0,0.61,전기·전자,-3.86,17.23,47.75,13.13,0.0,2026-06-25
125210,아모그린텍,1059,17.98,357.0,1.31,전기·전자,-7.36,7.84,122.31,-10.95,-11.35,2026-06-25
205500,넥써쓰,1057,-29.45,-56.0,3.27,IT 서비스,1.79,-21.19,127.87,75.99,-47.74,2026-06-25
240550,동방메디컬,1057,8.83,572.0,0.86,의료·정밀기기,1.0,11.36,43.43,13.9,41.5,2026-06-25
037070,파세코,1056,0.0,0.0,0.0,전기·전자,-2.58,0.0,0.0,0.0,0.0,2026-06-25
340450,지씨지놈,1056,-69.77,-64.0,2.64,일반서비스,0.0,-4.32,22.8,-5.15,0.0,2026-06-25
037030,파워넷,1054,6.34,651.0,0.68,전기·전자,-4.4,8.7,80.05,0.55,-17.65,2026-06-25
021320,KCC건설,1054,0.0,0.0,0.0,건설,2.39,0.0,0.0,0.0,0.0,2026-06-25
158430,아톤,1050,68.1,63.0,1.01,IT 서비스,-4.03,1.05,53.16,-12.76,-79.37,2026-06-25
336680,탑런토탈솔루션,1049,15.86,169.0,0.58,전기·전자,-0.37,-0.57,195.01,15.91,0.0,2026-06-25
417010,나노팀,1047,103.8,50.0,2.14,기계·장비,-5.29,1.01,141.25,8.79,0.0,2026-06-25
073560,우리손에프앤지,1042,4.38,344.0,0.31,음식료·담배,0.0,8.14,67.47,2.25,262.06,2026-06-25
030960,양지사,1037,-64.9,-100.0,0.55,출판·매체복제,-0.76,-0.85,9.42,-3.93,0.0,2026-06-25
321370,센서뷰,1036,-5.7,-352.0,6.94,전기·전자,-4.98,-98.97,128.61,-61.87,0.0,2026-06-25
047770,코데즈컴바인,1035,23.38,117.0,1.47,섬유·의류,-4.7,5.85,27.24,16.96,77.37,2026-06-25
310200,애니플러스,1034,8.06,246.0,0.86,오락·문화,0.05,8.11,87.14,0.83,-53.87,2026-06-25
475580,에이럭스,1030,-10.96,-690.0,2.22,기타제조,-3.57,-22.08,107.2,36.25,0.0,2026-06-25
053700,삼보모터스,1015,4.29,886.0,0.21,운송장비·부품,-3.06,1.93,211.03,4.15,-40.69,2026-06-25
039340,한국경제TV,1014,37.48,123.0,0.51,오락·문화,-0.22,2.75,16.74,47.72,0.0,2026-06-25
235980,메드팩토,1013,-7.9,-374.0,2.2,일반서비스,-3.43,-27.18,6.53,206.2,0.0,2026-06-25
013310,아진산업,1013,4.36,598.0,0.29,운송장비·부품,-1.69,10.93,333.04,-12.2,149.16,2026-06-25
131030,옵투스제약,1008,8.95,638.0,0.62,제약,-0.87,7.41,15.84,13.09,4.9,2026-06-25
338220,뷰노,1007,-17.41,-413.0,2.79,IT 서비스,-2.18,-18.86,33.11,-19.74,0.0,2026-06-25
051160,지어소프트,1007,7.98,816.0,0.61,IT 서비스,-1.66,9.13,39.62,4.14,32.82,2026-06-25
063570,NICE인프라,1007,14.18,208.0,0.49,일반서비스,-3.91,4.92,266.68,22.74,63.88,2026-06-25
101170,우림피티에스,1006,42.09,177.0,1.19,기계·장비,-3.99,2.63,14.99,-24.56,0.0,2026-06-25
474610,RF시스템즈,1005,0.0,0.0,0.0,금속,-5.07,0.0,0.0,0.0,0.0,2026-06-25
040160,누리플렉스,1004,-15.37,-542.0,1.33,IT 서비스,3.61,-7.53,116.2,-19.84,0.0,2026-06-25
123040,엠에스오토텍,1002,-0.94,-1710.0,0.48,운송장비·부품,-1.66,-40.49,165.95,4.42,-47.46,2026-06-25
300080,플리토,1002,15.52,391.0,5.82,IT 서비스,-4.41,44.62,33.63,13.14,0.0,2026-06-25
068790,DMS,999,0.8,5540.0,0.23,기계·장비,1.49,32.51,38.02,-58.67,0.0,2026-06-25
221800,지구홀딩스,997,0.0,0.0,0.0,일반서비스,-3.78,0.0,23.73,24.16,0.0,2026-06-25
052260,현대바이오랜드,996,415.0,8.0,0.73,화학,-2.35,9.32,15.64,13.45,4.43,2026-06-25
246720,아스타,994,0.0,0.0,0.0,제약,0.0,0.0,0.0,0.0,0.0,2026-06-25
149980,하이로닉,994,27.59,170.0,1.08,의료·정밀기기,1.63,3.74,11.3,28.04,-34.94,2026-06-25
059120,아진엑스텍,994,0.0,0.0,0.0,전기·전자,-4.06,0.0,0.0,0.0,0.0,2026-06-25
