종목코드,종목명,시가총액,PER,EPS,PBR,섹터,당일등락(%),ROE(%),부채비율(%),매출증가율(%),영업이익증가율(%),기준일자
006910,보성파워텍,3518,59.17,121.0,3.88,금속,-1.65,6.8,7.64,-1.82,44.06,2026-06-25
160980,싸이맥스,3507,23.46,1368.0,1.81,기계·장비,-0.93,7.22,23.37,-11.57,-36.03,2026-06-25
069080,웹젠,3502,16.32,693.0,0.48,IT 서비스,-5.12,4.73,15.69,-5.25,-39.59,2026-06-25
448900,한국피아이엠,3487,-6377.78,-9.0,6.05,운송장비·부품,-2.88,-0.69,53.4,-3.74,0.0,2026-06-25
003800,에이스침대,3460,6.18,5047.0,0.44,기타제조,0.65,8.53,13.52,4.48,5.84,2026-06-25
110990,디아이티,3444,11.34,1607.0,1.42,기계·장비,-3.39,17.12,18.08,123.89,211.55,2026-06-25
078350,한양디지텍,3430,22.91,982.0,1.93,전기·전자,-4.05,9.2,76.71,28.46,43.12,2026-06-25
078160,메디포스트,3411,-3.9,-2230.0,1.37,제약,-2.68,-33.44,139.46,1.24,0.0,2026-06-25
036620,감성코퍼레이션,3403,11.9,316.0,3.11,유통,-9.51,30.74,37.23,23.85,11.82,2026-06-25
078020,LS증권,3362,17.72,342.0,0.39,금융,0.66,4.68,1511.26,343.22,133.75,2026-06-25
393890,더블유씨피,3334,-2.06,-4789.0,0.37,전기·전자,-4.46,-19.12,122.26,162.85,0.0,2026-06-25
287840,인투셀,3320,0.0,0.0,0.0,일반서비스,-8.87,0.0,0.0,0.0,0.0,2026-06-25
064260,다날,3309,-4.81,-910.0,1.08,IT 서비스,-2.02,-19.51,132.94,-3.21,-48.4,2026-06-25
204620,글로벌텍스프리,3300,9.5,494.0,2.36,금융,-0.74,25.85,23.61,21.19,12.8,2026-06-25
101930,인화정공,3299,13.35,541.0,0.98,운송장비·부품,-4.24,11.27,32.6,-8.89,56.52,2026-06-25
389650,넥스트바이오메디컬,3282,102.45,387.0,7.1,의료·정밀기기,-5.37,14.56,30.21,95.46,0.0,2026-06-25
417840,저스템,3273,88.33,162.0,5.81,기계·장비,16.63,11.44,53.64,66.65,147.39,2026-06-25
092190,서울바이오시스,3270,-21.22,-336.0,4.14,전기·전자,-2.99,9.78,276.81,11.91,0.0,2026-06-25
125490,한라캐스트,3267,76.5,117.0,3.09,운송장비·부품,-2.61,4.55,103.6,-0.04,-65.09,2026-06-25
119850,지엔씨에너지,3240,8.11,2428.0,1.46,전기·전자,-1.1,19.71,63.99,-16.37,-70.62,2026-06-25
025900,동화기업,3231,-7.06,-905.0,0.36,종이·목재,-6.3,-3.57,162.59,7.79,0.0,2026-06-25
215600,신라젠,3228,-13.31,-175.0,2.92,일반서비스,-3.52,-20.8,6.22,146.45,0.0,2026-06-25
468530,프로티나,3217,-31.96,-912.0,17.09,일반서비스,-0.85,0.0,14.04,297.96,0.0,2026-06-25
052710,아모텍,3215,40.59,542.0,2.06,전기·전자,-5.98,3.72,117.99,-27.45,-85.35,2026-06-25
206650,유바이오로직스,3191,16.71,520.0,2.4,제약,-1.36,15.61,53.06,38.45,345.78,2026-06-25
138080,오이솔루션,3187,-10.28,-2504.0,4.46,전기·전자,-5.5,-27.23,57.69,28.13,0.0,2026-06-25
493280,아이엠바이오로직스,3175,0.0,0.0,0.0,일반서비스,-6.55,,,,,2026-06-25
376270,HEM파마,3123,-12.81,-3384.0,62.11,일반서비스,-1.48,-197.85,2947.34,40.83,0.0,2026-06-25
144960,뉴파워프라즈마,3111,36.51,195.0,1.01,기계·장비,-1.79,5.96,128.82,37.31,293.09,2026-06-25
424870,이뮨온시아,3094,0.0,0.0,0.0,일반서비스,-5.96,0.0,0.0,0.0,0.0,2026-06-25
243070,휴온스,3091,7.25,3561.0,0.8,제약,-3.91,8.5,62.08,-2.72,0.0,2026-06-25
455900,엔젤로보틱스,3090,-29.3,-686.0,7.47,기계·장비,-1.95,-40.84,8.8,-18.17,0.0,2026-06-25
064850,에프앤가이드,3081,31.18,866.0,4.47,IT 서비스,2.47,20.12,33.59,16.46,123.96,2026-06-25
265520,AP시스템,3063,13.0,1565.0,0.82,기계·장비,-2.16,10.62,84.02,60.87,135.42,2026-06-25
107640,한중엔시에스,3050,75.79,444.0,3.26,전기·전자,-5.61,6.36,154.87,65.33,0.0,2026-06-25
117730,티로보틱스,3043,-6.05,-2230.0,5.86,기계·장비,-1.46,-83.7,88.17,-35.69,0.0,2026-06-25
080580,오킨스전자,3033,34.82,413.0,5.74,전기·전자,-2.38,23.67,82.77,35.65,118.07,2026-06-25
200670,휴메딕스,3004,0.0,0.0,0.0,제약,-2.37,0.0,0.0,0.0,0.0,2026-06-25
049070,인탑스,3001,18.52,942.0,0.41,전기·전자,-2.79,3.26,17.8,0.9,2395.46,2026-06-25
084110,휴온스글로벌,3000,10.39,2281.0,0.53,제약,-3.46,4.41,42.53,-1.08,-64.15,2026-06-25
290690,소룩스,2998,-6.03,-946.0,3.47,전기·전자,-1.38,-58.22,49.74,-15.27,0.0,2026-06-25
187660,페니트리움바이오,2995,-11.71,-461.0,33.54,일반서비스,-3.57,-118.31,330.36,-29.33,0.0,2026-06-25
079370,제우스,2987,-51.22,-188.0,0.89,기계·장비,-2.03,-3.32,59.1,-32.7,0.0,2026-06-25
394280,오픈엣지테크놀로지,2977,-9.35,-1208.0,16.54,IT 서비스,-5.28,-107.75,310.94,-44.31,0.0,2026-06-25
036890,진성티이씨,2952,9.17,1461.0,0.91,기계·장비,-2.83,13.84,75.42,27.98,42.83,2026-06-25
098070,한텍,2897,9.05,2879.0,1.78,금속,-3.16,24.66,36.64,39.37,257.73,2026-06-25
484590,삼양컴텍,2893,13.63,515.0,4.05,금속,-4.75,36.45,202.23,70.52,161.14,2026-06-25
352480,씨앤씨인터내셔널,2890,15.98,1327.0,0.81,화학,3.67,5.47,19.63,7.36,-46.59,2026-06-25
254490,미래반도체,2846,47.04,419.0,3.31,유통,-3.38,7.29,55.23,28.15,8.79,2026-06-25
091700,파트론,2840,9.59,592.0,0.55,전기·전자,-2.57,7.3,49.05,37.47,93.94,2026-06-25
236200,슈프리마,2835,9.09,4474.0,1.04,전기·전자,-1.81,13.04,7.02,8.07,-5.27,2026-06-25
136480,하림,2815,7.3,363.0,0.86,음식료·담배,0.0,12.71,155.08,1.7,67.82,2026-06-25
019010,베뉴지,2810,3.0,1945.0,0.6,유통,11.69,37.35,55.57,13.93,-10.29,2026-06-25
023410,유진기업,2803,-27.46,-132.0,0.28,비금속,3.42,4.99,184.4,18.37,0.0,2026-06-25
036200,유니셈,2800,31.16,293.0,1.1,기계·장비,-2.25,4.35,18.45,23.67,7.23,2026-06-25
389500,에스비비테크,2799,0.0,0.0,0.0,기계·장비,-4.33,0.0,0.0,0.0,0.0,2026-06-25
065680,우주일렉트로,2791,13.01,2322.0,0.92,전기·전자,-0.33,8.66,32.98,-0.42,-31.07,2026-06-25
078340,컴투스,2781,8.03,2865.0,0.26,IT 서비스,-3.36,1.91,48.68,-13.85,206.9,2026-06-25
234340,헥토파이낸셜,2752,29.67,664.0,1.56,금융,0.41,8.42,207.05,24.96,149.83,2026-06-25
085910,네오티스,2747,65.28,305.0,4.79,운송장비·부품,-2.88,9.76,94.71,3.36,36.38,2026-06-25
064820,케이프,2734,4.61,1922.0,0.91,운송장비·부품,-2.96,30.54,1451.82,46.38,552.74,2026-06-25
025770,한국정보통신,2730,7.45,978.0,0.76,통신,-0.41,11.45,72.03,12.35,8.57,2026-06-25
425040,티이엠씨,2721,16.59,748.0,1.31,화학,-7.53,7.72,53.1,-21.44,-97.9,2026-06-25
092730,네오팜,2715,9.76,1736.0,1.36,화학,4.96,14.95,11.49,11.07,16.72,2026-06-25
314930,바이오다인,2706,313.45,29.0,6.08,의료·정밀기기,-0.11,0.0,1.06,-5.4,0.0,2026-06-25
035810,이지홀딩스,2694,10.08,414.0,0.39,음식료·담배,-1.76,4.29,155.93,1.8,96.27,2026-06-25
309710,아이티켐,2684,-16.73,-1255.0,4.02,제약,0.0,-32.47,273.85,-24.72,0.0,2026-06-25
228760,지노믹트리,2677,-29.19,-369.0,2.25,일반서비스,-5.19,-6.57,2.03,20.58,0.0,2026-06-25
182400,엔케이젠바이오텍코리아,2655,-22.94,-160.0,37.07,제약,0.0,-7.3,113.58,10.63,0.0,2026-06-25
043150,바텍,2654,6.62,2701.0,0.54,의료·정밀기기,0.39,8.63,39.68,3.83,-16.74,2026-06-25
389260,대명에너지,2653,18.35,807.0,1.61,건설,18.67,6.88,135.95,60.79,215.5,2026-06-25
441270,파인엠텍,2636,-15.95,-393.0,1.41,전기·전자,-3.39,-5.16,93.11,5.72,0.0,2026-06-25
332570,PS일렉트로닉스,2630,16.04,351.0,2.12,전기·전자,-5.54,23.42,77.88,-0.98,-97.1,2026-06-25
456010,아이씨티케이,2610,-36.07,-499.0,5.69,전기·전자,-7.22,-13.52,67.01,45.98,0.0,2026-06-25
035600,KG이니시스,2571,5.39,1732.0,0.5,IT 서비스,-0.32,9.8,163.96,16.16,4.7,2026-06-25
069540,빛과전자,2570,-6.22,-380.0,2.5,전기·전자,-7.8,-30.4,36.52,-16.47,0.0,2026-06-25
121800,비덴트,2563,29.12,114.0,0.4,전기·전자,0.0,-6.59,9.24,37.39,0.0,2026-06-25
092870,엑시콘,2558,28.53,687.0,1.3,기계·장비,-2.97,6.19,15.01,411.9,0.0,2026-06-25
089980,상아프론테크,2558,37.91,422.0,1.23,화학,-1.23,3.58,92.5,19.15,7.69,2026-06-25
230240,에치에프알,2555,-834.78,-23.0,1.75,전기·전자,-4.24,-5.92,74.71,-39.34,0.0,2026-06-25
304360,에스바이오메딕스,2551,-30.12,-684.0,29.01,제약,-8.04,-88.04,124.3,-1.45,0.0,2026-06-25
036800,나이스정보통신,2543,6.52,4287.0,0.62,통신,0.54,12.98,185.74,10.99,54.39,2026-06-25
094360,칩스앤미디어,2533,42.36,280.0,2.88,전기·전자,-3.89,9.89,25.7,7.64,-11.12,2026-06-25
377460,큐에이드,2532,-0.14,-29746.0,0.33,일반서비스,0.0,-42.18,200.94,-20.68,0.0,2026-06-25
365270,큐라클,2527,0.0,0.0,0.0,일반서비스,-6.53,0.0,0.0,0.0,0.0,2026-06-25
099430,바이오플러스,2524,16.71,245.0,1.44,제약,-4.43,8.54,49.48,15.35,-20.36,2026-06-25
086390,유니테스트,2513,-12.08,-984.0,2.49,기계·장비,-3.65,-16.14,96.29,0.01,0.0,2026-06-25
445090,에이직랜드,2507,-9.39,-2443.0,4.51,전기·전자,-1.92,-27.82,219.25,242.42,0.0,2026-06-25
054950,제이브이엠,2497,8.81,2345.0,1.02,기계·장비,-1.43,12.86,39.33,6.22,4.81,2026-06-25
046970,우리로,2476,-313.89,-18.0,6.26,유통,-6.61,6.57,43.15,63.46,0.0,2026-06-25
452280,한선엔지니어링,2475,52.7,244.0,3.74,금속,-4.32,7.3,34.0,1.65,-20.5,2026-06-25
450950,아스테라시스,2461,26.16,250.0,5.24,의료·정밀기기,0.31,19.29,18.23,11.67,0.0,2026-06-25
092460,한라IMS,2459,9.64,1490.0,1.24,운송장비·부품,-3.88,14.33,54.23,48.21,7.6,2026-06-25
065710,서호전기,2459,11.86,4026.0,2.64,전기·전자,8.4,18.73,41.67,-23.67,-19.11,2026-06-25
060720,KH바텍,2451,12.02,861.0,0.82,전기·전자,-2.73,5.75,48.49,-10.47,-54.74,2026-06-25
378340,필에너지,2446,-15.78,-716.0,1.92,기계·장비,-4.4,-10.9,63.42,81.4,0.0,2026-06-25
203650,드림시큐리티,2446,28.63,84.0,1.93,IT 서비스,-5.5,6.74,312.72,46.13,-36.63,2026-06-25
241520,DSC인베스트먼트,2445,14.43,637.0,1.89,금융,-0.86,17.85,46.37,89.91,0.0,2026-06-25
317330,덕산테코피아,2437,-3.18,-3746.0,2.11,화학,-8.46,-50.8,580.87,61.41,0.0,2026-06-25
051500,CJ프레시웨이,2434,4.86,4221.0,0.53,유통,-5.75,11.97,303.27,4.42,3.79,2026-06-25
042370,비츠로테크,2424,36.56,253.0,0.94,금융,-4.15,2.11,37.5,8.07,16.49,2026-06-25
267980,매일유업,2414,4.37,7212.0,0.37,음식료·담배,-0.79,10.61,69.93,2.41,44.59,2026-06-25
452430,사피엔반도체,2406,0.0,0.0,0.0,전기·전자,-7.61,0.0,0.0,0.0,0.0,2026-06-25
061970,LB세미콘,2402,-1.56,-2656.0,0.9,전기·전자,-6.34,-45.12,146.65,14.93,0.0,2026-06-25
051360,토비스,2400,5.98,2691.0,0.86,전기·전자,3.34,18.86,85.46,10.4,28.57,2026-06-25
018000,유니슨,2398,-8.64,-107.0,2.14,기계·장비,1.99,-26.57,142.94,-38.01,0.0,2026-06-25
462350,이노스페이스,2387,-2.65,-3216.0,4.8,운송장비·부품,-2.18,-141.7,44.02,482.13,0.0,2026-06-25
472850,폰드그룹,2372,6.87,600.0,1.01,유통,0.61,16.46,85.34,9.74,17.64,2026-06-25
215000,골프존,2372,9.25,4085.0,0.52,IT 서비스,-2.45,4.85,47.78,-13.87,-47.45,2026-06-25
053030,바이넥스,2360,-72.93,-99.0,1.23,제약,-1.77,-7.06,75.79,-11.24,0.0,2026-06-25
043370,피에이치에이,2358,5.1,2204.0,0.26,운송장비·부품,-1.49,5.9,35.94,1.87,-21.92,2026-06-25
488900,비츠로넥스텍,2356,-12.86,-632.0,5.55,운송장비·부품,-7.93,-59.01,163.7,-33.27,0.0,2026-06-25
101730,위메이드맥스,2355,-6.6,-426.0,0.51,IT 서비스,-2.43,-9.53,22.76,-30.63,0.0,2026-06-25
439090,마녀공장,2354,25.78,557.0,1.92,화학,12.28,10.13,9.16,0.17,326.41,2026-06-25
017890,한국알콜,2353,7.73,1431.0,0.42,화학,-1.6,6.31,18.37,0.61,62.72,2026-06-25
151860,KG에코솔루션,2347,2.87,1717.0,0.14,운송장비·부품,-2.18,6.58,110.73,12.69,-56.53,2026-06-25
200130,콜마비앤에이치,2327,-10.26,-771.0,0.63,제약,-1.49,-0.47,57.31,0.12,188.55,2026-06-25
475400,씨메스로보틱스,2326,-13.69,-1439.0,3.91,기계·장비,-3.9,-26.34,13.11,562.04,0.0,2026-06-25
272110,케이엔제이,2319,9.07,3185.0,2.34,전기·전자,-3.83,30.63,142.43,80.78,35.45,2026-06-25
159010,아스플로,2307,-23.22,-745.0,4.82,기계·장비,-9.71,-13.21,154.49,8.9,0.0,2026-06-25
036710,심텍홀딩스,2298,-5.98,-727.0,8.97,일반서비스,3.2,-193.37,345.76,36.63,0.0,2026-06-25
095500,미래나노텍,2279,16.48,446.0,0.7,화학,-14.53,4.69,84.08,-26.22,-24.99,2026-06-25
0008Z0,에스엔시스,2246,10.97,2169.0,1.3,전기·전자,-1.65,13.34,37.79,7.71,3.69,2026-06-25
298830,슈어소프트테크,2243,25.74,163.0,2.08,IT 서비스,-2.44,9.58,38.88,19.55,0.0,2026-06-25
461300,아이스크림미디어,2240,6.2,2712.0,1.15,IT 서비스,3.96,23.29,21.61,23.67,35.41,2026-06-25
144510,지씨셀,2226,-0.82,-17269.0,1.14,일반서비스,-6.25,-82.94,71.09,-5.5,0.0,2026-06-25
194700,노바렉스,2212,6.42,1888.0,0.85,음식료·담배,-0.49,15.0,41.2,35.78,85.65,2026-06-25
220100,퓨쳐켐,2211,-19.64,-502.0,4.05,제약,-4.55,-20.78,32.07,25.29,0.0,2026-06-25
112290,와이씨켐,2206,-6.9,-1581.0,2.48,화학,-0.82,-30.46,161.3,12.9,0.0,2026-06-25
041920,메디아나,2204,41.73,284.0,1.61,의료·정밀기기,-5.95,4.54,10.96,6.99,28.08,2026-06-25
014940,오리엔탈정공,2194,11.46,420.0,1.75,기계·장비,-2.33,15.06,83.88,10.59,-2.64,2026-06-25
0001A0,덕양에너젠,2178,34.06,251.0,3.61,,-5.11,0.0,55.27,23.41,117.94,2026-06-25
067390,아스트,2169,-22.39,-23.0,0.68,운송장비·부품,-1.34,-2.93,82.69,48.43,0.0,2026-06-25
114190,강원에너지,2168,-35.47,-234.0,6.28,전기·전자,-4.93,-19.84,161.74,-2.57,0.0,2026-06-25
206640,바디텍메드,2160,9.74,1012.0,0.91,제약,0.61,11.4,16.04,9.58,-15.79,2026-06-25
382900,범한퓨얼셀,2155,135.16,182.0,1.31,전기·전자,2.07,-0.04,117.99,-51.62,0.0,2026-06-25
419530,SAMG엔터,2144,6.35,3306.0,2.38,오락·문화,-7.08,50.06,40.11,5.49,-38.21,2026-06-25
078150,HB테크놀러지,2142,7.55,306.0,0.72,기계·장비,-5.33,16.96,32.02,21.03,0.0,2026-06-25
494120,큐리오시스,2133,-23.27,-1201.0,7.55,의료·정밀기기,-3.79,-41.28,22.76,-25.46,0.0,2026-06-25
036030,케이티알파,2132,0.0,0.0,0.0,유통,-0.34,0.0,0.0,0.0,0.0,2026-06-25
180400,DXVX,2121,-3.67,-587.0,2.26,일반서비스,-1.6,-59.45,27.1,-11.6,0.0,2026-06-25
448280,에코아이,2116,119.0,60.0,1.69,일반서비스,0.56,0.1,21.18,51.72,0.0,2026-06-25
011560,세보엠이씨,2113,6.2,3377.0,0.75,건설,-1.18,14.97,61.87,40.94,55.76,2026-06-25
023760,한국캐피탈,2096,2.08,319.0,0.28,금융,-2.21,14.09,587.84,10.77,0.2,2026-06-25
357550,석경에이티,2089,55.03,696.0,4.72,화학,-2.54,7.96,23.4,-7.85,-37.71,2026-06-25
217730,강스템바이오텍,2074,-15.75,-140.0,3.02,제약,-3.08,0.0,19.6,-15.65,0.0,2026-06-25
355150,코스텍시스,2074,-114.66,-232.0,8.12,전기·전자,-6.17,-7.41,77.05,23.07,0.0,2026-06-25
073490,LIG아큐버,2068,-172.15,-158.0,1.24,전기·전자,-3.2,1.75,42.92,19.99,0.0,2026-06-25
380540,옵티코어,2067,-8.2,-1031.0,8.94,전기·전자,0.0,-107.37,215.67,280.71,0.0,2026-06-25
308430,셀비온,2061,-24.76,-645.0,6.91,제약,-4.49,-39.2,16.34,55.64,0.0,2026-06-25
354320,알멕,2048,-156.34,-205.0,1.36,금속,-7.1,1.44,115.5,0.14,61.1,2026-06-25
084850,아이티엠반도체,2048,-2.19,-4125.0,1.98,전기·전자,-0.66,-62.96,396.67,-4.29,0.0,2026-06-25
0082N0,카나프테라퓨틱스,2047,0.0,0.0,0.0,일반서비스,-3.38,,,,,2026-06-25
187870,디바이스,2046,12.09,1229.0,1.24,기계·장비,1.57,18.26,33.82,259.95,0.0,2026-06-25
005710,대원산업,2038,2.65,3836.0,0.35,운송장비·부품,0.39,12.51,30.39,-9.25,-46.2,2026-06-25
100120,뷰웍스,2032,10.06,2251.0,0.81,의료·정밀기기,-0.44,12.25,46.98,6.93,329.47,2026-06-25
093520,매커스,2023,11.3,1505.0,1.18,유통,-0.06,19.7,112.1,-16.56,-6.12,2026-06-25
108860,셀바스AI,2013,-33.54,-223.0,1.83,IT 서비스,-2.73,-4.18,17.81,0.76,0.0,2026-06-25
091580,상신이디피,2013,100.0,151.0,1.26,전기·전자,-6.21,5.29,117.77,26.87,0.0,2026-06-25
394420,리센스메디컬,2008,-8.92,-2058.0,24.74,의료·정밀기기,-14.6,0.0,46.72,-54.68,0.0,2026-06-25
065660,안트로젠,2006,-84.96,-236.0,1.77,유통,-2.91,-1.91,5.32,6.66,0.0,2026-06-25
034810,해성산업,2005,-8.97,-708.0,0.28,금융,12.59,-8.66,114.13,9.87,179.5,2026-06-25
353810,이지바이오,2001,7.25,834.0,1.87,음식료·담배,-3.2,33.83,200.82,11.77,45.17,2026-06-25
094480,갤럭시아머니트리,1993,23.96,212.0,1.67,IT 서비스,0.0,7.22,264.59,12.48,1.3,2026-06-25
098120,마이크로컨텍솔,1987,11.77,2031.0,2.44,전기·전자,-2.45,23.12,21.0,8.9,7.99,2026-06-25
068930,디지털대성,1979,9.46,756.0,1.34,일반서비스,2.14,20.07,122.3,15.56,95.92,2026-06-25
251370,와이엠티,1971,-108.32,-101.0,1.0,화학,-4.04,-0.07,70.38,0.05,67.66,2026-06-25
115450,HLB테라퓨틱스,1966,-21.35,-104.0,1.3,유통,-1.77,-5.96,30.31,-13.3,0.0,2026-06-25
018310,삼목에스폼,1965,19.21,696.0,0.29,금속,-1.62,1.42,19.11,-6.45,0.0,2026-06-25
052330,코텍,1959,6.66,1655.0,0.39,전기·전자,-1.25,9.59,23.63,38.53,44.53,2026-06-25
013120,동원개발,1952,7.47,288.0,0.18,건설,1.65,2.52,41.3,-18.0,20.62,2026-06-25
322310,오로스테크놀로지,1944,-30.25,-686.0,3.02,기계·장비,-5.9,-17.56,99.0,-59.64,0.0,2026-06-25
045390,대아티아이,1938,9.48,290.0,1.26,전기·전자,-4.01,12.25,92.9,-27.57,-60.36,2026-06-25
036170,에이치엠넥스,1936,17.72,178.0,1.41,전기·전자,-4.39,0.0,20.93,202.95,2700.65,2026-06-25
058970,엠로,1924,65.38,238.0,2.01,IT 서비스,-6.1,3.19,18.66,5.69,-89.43,2026-06-25
294570,쿠콘,1912,0.0,0.0,0.0,IT 서비스,-2.47,0.0,0.0,0.0,0.0,2026-06-25
394800,쓰리빌리언,1893,-34.8,-171.0,8.01,일반서비스,-6.89,0.0,25.91,67.79,0.0,2026-06-25
036190,금화피에스시,1893,6.19,5099.0,0.48,건설,-0.32,8.04,24.03,-2.36,-79.44,2026-06-25
012860,모베이스전자,1886,9.47,272.0,0.77,운송장비·부품,-3.2,8.72,220.85,0.36,-8.17,2026-06-25
243840,신흥에스이씨,1880,-38.09,-128.0,0.62,전기·전자,-4.41,2.1,149.76,19.5,0.0,2026-06-25
416180,신성에스티,1876,340.16,61.0,1.77,운송장비·부품,-6.95,-2.48,140.7,70.78,0.0,2026-06-25
039830,오로라,1875,8.61,2023.0,0.96,일반서비스,-5.12,15.16,225.6,22.21,45.93,2026-06-25
099440,스맥,1873,-7.3,-376.0,1.91,기계·장비,-3.51,-26.83,226.1,-31.07,0.0,2026-06-25
016790,현대사료,1873,43.22,23.0,2.45,음식료·담배,0.0,0.0,51.85,8.05,-87.99,2026-06-25
084990,헬릭스미스,1867,-450.0,-9.0,1.31,일반서비스,-4.82,-0.22,1.19,-40.36,0.0,2026-06-25
318060,그래피,1863,-14.02,-1189.0,8.81,화학,-6.98,-115.4,89.14,47.49,0.0,2026-06-25
138610,나이벡,1861,0.0,0.0,0.0,제약,-5.43,0.0,0.0,0.0,0.0,2026-06-25
046120,오르비텍,1859,189.31,29.0,2.41,일반서비스,-5.83,16.51,75.34,62.95,0.0,2026-06-25
459510,나우로보틱스,1849,0.0,0.0,0.0,기계·장비,-6.13,0.0,568.13,165.64,0.0,2026-06-25
054210,이랜텍,1849,7.98,916.0,0.68,전기·전자,-1.88,15.58,113.37,94.18,0.0,2026-06-25
123860,아나패스,1849,9.78,1559.0,2.54,전기·전자,0.93,29.88,61.77,154.96,348.44,2026-06-25
338840,와이바이오로직스,1830,-27.57,-432.0,9.69,일반서비스,-7.89,-30.85,18.37,65.64,0.0,2026-06-25
121440,골프존홀딩스,1823,7.58,561.0,0.22,유통,-4.92,2.33,47.22,-0.8,2.54,2026-06-25
126600,BGF에코머티리얼즈,1817,12.98,223.0,0.44,화학,-2.03,3.49,58.67,-6.25,-32.95,2026-06-25
066620,국보디자인,1815,4.57,5293.0,0.51,건설,4.31,15.49,44.16,0.24,-9.58,2026-06-25
125020,티씨머티리얼즈,1815,27.85,186.0,3.11,전기·전자,-3.0,12.5,33.89,20.56,25.76,2026-06-25
119610,인터로조,1810,15.91,997.0,1.29,의료·정밀기기,-0.13,10.28,64.53,32.82,185.91,2026-06-25
119830,아이텍,1805,-32.23,-211.0,0.92,일반서비스,-0.58,-6.62,37.85,3.96,0.0,2026-06-25
199820,제일일렉트릭,1798,27.15,298.0,1.14,전기·전자,-4.49,4.56,48.67,1.9,-6.24,2026-06-25
176750,듀켐바이오,1798,27.68,228.0,3.63,제약,-2.02,14.92,54.06,14.72,87.53,2026-06-25
307180,아이엘,1798,-12.34,-395.0,7.56,전기·전자,-2.5,-50.91,350.97,-0.99,-92.01,2026-06-25
192440,슈피겐코리아,1793,6.18,4669.0,0.31,기타제조,-1.54,6.57,8.15,3.9,21.49,2026-06-25
190510,나무가,1790,7.48,1700.0,1.04,전기·전자,-2.31,12.03,55.51,-30.33,-58.79,2026-06-25
036560,KZ정밀,1789,9.32,1219.0,0.37,기계·장비,-1.13,4.69,25.31,-18.74,-26.94,2026-06-25
314130,지놈앤컴퍼니,1789,-23.05,-172.0,1.65,제약,-11.0,-7.74,52.63,-8.99,0.0,2026-06-25
256840,한국비엔씨,1785,62.14,42.0,0.76,제약,0.19,-1.4,18.51,-18.45,0.0,2026-06-25
094820,일진파워,1781,9.59,1231.0,1.21,건설,-3.75,17.16,109.7,55.36,205.09,2026-06-25
053300,한국정보인증,1776,7.09,617.0,0.86,IT 서비스,-2.34,9.91,70.79,5.68,45.39,2026-06-25
067080,대화제약,1761,106.29,89.0,2.24,제약,-3.86,2.43,161.39,0.99,-59.81,2026-06-25
481070,에이유브랜즈,1761,19.98,615.0,2.54,유통,-1.6,16.08,45.22,136.1,154.01,2026-06-25
0015G0,그린광학,1757,72.16,208.0,2.68,의료·정밀기기,-5.0,0.0,60.96,67.79,0.0,2026-06-25
040350,크레오에스지,1747,-20.29,-441.0,3.68,IT 서비스,-13.02,-15.78,91.06,30.49,0.0,2026-06-25
049430,코메론,1744,7.73,2493.0,0.69,의료·정밀기기,-0.05,9.52,7.11,-0.46,0.3,2026-06-25
464080,에스오에스랩,1741,-13.47,-720.0,5.37,의료·정밀기기,-3.0,-46.12,22.19,20.29,0.0,2026-06-25
214180,헥토이노베이션,1741,5.75,2329.0,0.76,IT 서비스,-0.45,14.56,129.35,25.41,24.14,2026-06-25
474650,링크솔루션,1734,-52.8,-571.0,6.32,기계·장비,-1.79,0.0,88.61,9.82,0.0,2026-06-25
051370,인터플렉스,1710,5.2,1410.0,0.55,전기·전자,-3.93,11.25,15.59,-2.09,-38.35,2026-06-25
064550,바이오니아,1706,-60.64,-109.0,0.81,제약,-2.22,-2.79,69.08,10.69,0.0,2026-06-25
242040,나무기술,1703,-60.74,-81.0,4.71,IT 서비스,-2.96,-3.68,141.31,117.19,0.0,2026-06-25
237880,클리오,1702,12.54,751.0,0.68,화학,-0.11,7.39,36.33,-4.84,404.16,2026-06-25
049630,재영솔루텍,1686,16.35,441.0,1.65,의료·정밀기기,-4.5,19.89,96.86,51.17,561.56,2026-06-25
012210,삼미금속,1685,0.0,0.0,0.0,금속,-7.93,0.0,0.0,0.0,0.0,2026-06-25
123330,제닉,1685,8.92,2370.0,4.03,화학,5.22,53.68,50.14,64.66,-9.31,2026-06-25
122990,와이솔,1684,-4.2,-1504.0,0.57,전기·전자,-3.81,-8.91,21.56,13.81,0.0,2026-06-25
083310,엘오티베큠,1681,-21.17,-446.0,0.61,기계·장비,-0.53,-1.75,36.01,12.67,0.0,2026-06-25
245620,EDGC,1671,0.61,1224.0,-0.76,일반서비스,0.0,375.67,196.39,-67.44,0.0,2026-06-25
032580,피델릭스,1667,-75.07,-67.0,3.5,전기·전자,-11.29,-4.53,19.2,-15.11,0.0,2026-06-25
039840,디오,1661,-133.12,-93.0,0.86,의료·정밀기기,-1.98,4.15,73.27,15.41,172.46,2026-06-25
274090,켄코아에어로스페이스,1653,-10.14,-1183.0,0.98,운송장비·부품,-1.56,-7.96,37.46,73.09,106.04,2026-06-25
194480,데브시스터즈,1652,15.78,863.0,0.9,IT 서비스,-2.92,-9.26,89.27,-34.36,0.0,2026-06-25
143240,사람인,1647,1.95,7852.0,0.6,IT 서비스,0.52,43.85,22.02,0.86,117.38,2026-06-25
216080,제테마,1646,-23.99,-184.0,2.43,제약,-2.54,-7.18,195.74,1.08,0.0,2026-06-25
