종목코드,종목명,기준일,외국인_순매수대금(백만원),기관_순매수대금(백만원),외국인+기관_순매수대금(백만원),수급합(5일),수급급증(3vs10_강도),매수우위비율(10일),수급합(5일)_TS_Z,수급급증(3vs10)_TS_Z,매수우위비율(10일)_TS_Z,수급강화점수,랭킹,시가총액,PER,EPS,PBR,섹터,당일등락(%),ROE(%),부채비율(%),매출증가율(%),영업이익증가율(%),raw_score,멀티팩터점수,기준일자
079940,가비아,2026-05-08,-23.0,1.0,-22.0,797.0,0.023622047163494475,0.3,2.1958412658505404,-0.3045731823445875,-1.080123362234651,0.8111447212713019,475,4315.0,27.55,1167.0,2.36,IT 서비스,-0.31,9.3,68.0,18.86,15.31,0.2529725595764212,0.29487964939153316,2026-05-08
045510,정원엔시스,2026-05-08,22.0,1.0,23.0,109.0,-0.5749912188716202,0.7,0.7735072268128593,-0.7142680183796343,2.2387208276058823,2.2979600360391075,476,346.0,30.69,35.0,0.75,유통,0.56,2.53,101.8,3.32,24.26,0.40560807351182426,0.29457466794576015,2026-05-08
103230,에스앤더블류,2026-05-08,3.0,0.0,3.0,-29.0,-0.7837552742958194,0.3,0.05792817343950384,-0.8284801538703707,-1.1631938802607795,-1.9337458606916464,477,286.0,6.0,662.0,0.57,기계·장비,-0.5,10.0,43.11,8.01,6.9,0.3879258524641699,0.2941887337674519,2026-05-08
251970,펌텍코리아,2026-05-08,86.0,211.0,297.0,-1188.0,0.07579132075840356,0.2,2.293958457266878,-0.10226870398298327,2.140517822219914,4.3322075755038085,478,5183.0,15.05,2778.0,1.76,화학,3.47,12.3,28.14,10.22,16.77,0.5805398830109355,0.2931792607589957,2026-05-08
039560,다산네트웍스,2026-05-08,-628.0,104.0,-524.0,203.0,1.1012527443328972,0.6,0.6899839755192053,1.9895254642699107,1.6901109776169985,4.369620417406114,479,2197.0,-28.51,-181.0,0.77,전기·전자,-0.96,-2.72,79.14,60.48,0.0,0.3971413290702635,0.29267876139853577,2026-05-08
219130,타이거일렉,2026-05-08,-461.0,315.0,-146.0,3102.0,0.23268934858552415,0.5,1.9219087813578168,-0.17906729487772372,-1.5722821754340213,0.17055931104607192,480,3845.0,1384.09,44.0,7.26,전기·전자,7.41,0.52,45.6,27.29,0.0,0.15598643818361294,0.29247548507991306,2026-05-08
256840,한국비엔씨,2026-05-08,169.0,9.0,178.0,-112.0,-0.24885844751430852,0.6,0.38182962776553747,-0.5062853887990824,0.8486517794597838,0.7241960184262388,481,2575.0,89.64,42.0,1.1,제약,-1.7,1.22,16.05,7.47,-84.77,0.39151560522581236,0.2922929497533684,2026-05-08
448280,에코아이,2026-05-08,-182.0,0.0,-182.0,-868.0,-0.518548279104355,0.3,0.2298984473511235,-0.6800402265124753,-1.3662600087946195,-1.8164017879559713,482,3473.0,195.33,60.0,2.77,일반서비스,-4.87,1.41,14.1,19.97,379.37,0.292173478115416,0.29148293816578513,2026-05-08
126880,제이엔케이글로벌,2026-05-08,-183.0,0.0,-183.0,-660.0,2.8501291984689754,0.3,-1.763503238055293,1.880829491266981,-1.5722823520105553,-1.4549560987988674,483,896.0,30.63,126.0,0.56,기계·장비,-0.26,1.57,58.23,6.24,-13.4,0.28343244019976055,0.29054346035670675,2026-05-08
216050,인크로스,2026-05-08,5.0,-4.0,1.0,29.0,-0.5744680851969217,0.6,-0.5363757805867823,-0.6932115069311461,-1.0801233622346487,-2.309710649752577,484,853.0,7.12,933.0,0.62,일반서비스,0.91,9.59,126.73,3.43,14.77,0.2901477034464062,0.29027364790899157,2026-05-08
272290,이녹스첨단소재,2026-05-08,-3747.0,-519.0,-4266.0,3210.0,1.4922535211092098,0.6,-0.1346822852290937,0.47290717838409324,0.2581988397471715,0.5964237329021711,485,7477.0,13.06,2871.0,1.79,전기·전자,-1.96,13.55,108.29,3.98,-5.63,0.31495978899220317,0.29003918022439595,2026-05-08
464280,티디에스팜,2026-05-08,37.0,0.0,37.0,63.0,0.28787878739095496,0.5,0.6377845267498012,-0.03304064327872175,-0.881103840654002,-0.2763599571829226,486,466.0,11.79,715.0,1.18,제약,0.0,12.1,27.68,-8.42,-25.65,0.41196833032641433,0.2895775023107799,2026-05-08
086450,동국제약,2026-05-08,-455.0,-197.0,-652.0,-20.0,-0.12225358349281423,0.1,-0.2344109743676461,0.35745006165950005,-1.54309883322318,-1.4200597459313262,487,10448.0,15.82,1460.0,1.57,제약,-0.86,10.42,39.17,14.13,20.06,0.2674851726521696,0.28895614735937214,2026-05-08
047920,HLB제약,2026-05-08,-47.0,-3.0,-50.0,518.0,0.03317746597418103,0.6,0.7629815309421605,0.8376012314060519,0.6706706729364871,2.2712534352846996,488,5379.0,116.31,141.0,4.3,일반서비스,-2.09,0.0,36.38,49.97,-27.83,0.39457502511694464,0.2878550204223318,2026-05-08
032280,삼일,2026-05-08,0.0,0.0,0.0,-8.0,-0.2045454554493803,0.3,-1.1796293172444898,-0.5526134043277642,-1.5735287497477781,-3.305771471320032,489,224.0,18.21,76.0,0.35,운송·창고,0.0,1.96,70.9,5.46,43.7,0.22068448734993418,0.2872336049871632,2026-05-08
478390,KB제29호스팩,2026-05-08,-1.0,1.0,0.0,50.0,-0.17333333399466666,0.6,-0.3690001908468944,-0.535149960193055,1.0864861303706586,0.1823359793307091,490,128.0,58.57,35.0,1.02,금융,-0.73,0.0,17.21,0.0,0.0,0.16349228323958195,0.2872264795454537,2026-05-08
075130,플랜티넷,2026-05-08,17.0,0.0,17.0,-76.0,-0.42329873145675934,0.3,0.09445140221182687,-0.525155827454621,-1.673319913068162,-2.104024338310956,491,398.0,17.61,136.0,0.52,IT 서비스,-2.24,3.19,16.87,24.37,52.39,0.29820427830692764,0.2868803011264862,2026-05-08
382480,지아이텍,2026-05-08,88.0,0.0,88.0,148.0,-0.21940928278276262,0.9,-0.9499020276270256,-0.5448980594698487,2.0481719371102094,0.5533718500133351,492,1071.0,118.26,23.0,1.26,기계·장비,-1.98,1.08,33.41,-4.09,-63.07,0.2598746569969795,0.28636387259770735,2026-05-08
096530,씨젠,2026-05-08,-1704.0,39.0,-1665.0,-3820.0,0.054342605921301024,0.4,0.3053998167321734,-0.1881175059703479,-1.770997777610277,-1.6537154668484515,493,12743.0,26.41,924.0,1.11,제약,1.67,4.81,21.66,14.48,0.0,0.2558562173258985,0.285411112008905,2026-05-08
064850,에프앤가이드,2026-05-08,-481.0,545.0,64.0,-2650.0,1.4603944390082044,0.3,-0.47204571673678597,1.661539054155293,1.1832158166199398,2.372709154038447,494,3509.0,35.51,866.0,5.09,IT 서비스,-2.38,15.15,28.34,12.0,39.42,0.41230784998775066,0.28522297272888014,2026-05-08
050090,비케이홀딩스,2026-05-08,5.0,0.0,5.0,23.0,0.4880952354379253,0.6,0.7568380606293231,1.4072525151712656,0.7292343790159981,2.893324954816587,495,151.0,-7.48,-102.0,0.93,일반서비스,2.83,-12.48,25.58,12.11,0.0,0.28905211743666953,0.284769212839081,2026-05-08
224110,에이텍모빌리티,2026-05-08,60.0,0.0,60.0,9.0,-0.6192149971378064,0.4,0.5473145988467223,-0.7860222299751083,-0.9261981655731005,-1.1649057967014866,496,446.0,4.35,2020.0,0.61,전기·전자,-1.46,11.37,73.83,-63.63,-74.09,0.3428218558489,0.2832324609186249,2026-05-08
126730,코칩,2026-05-08,394.0,0.0,394.0,2377.0,-0.3496249074405199,0.5,0.9071858511705487,-0.8987530433064255,0.6831299110640016,0.6915627189281248,497,1802.0,61.34,335.0,2.92,전기·전자,-2.38,5.25,20.43,14.73,-60.71,0.25466638539079617,0.28120233157262825,2026-05-08
368770,파이버프로,2026-05-08,2297.0,-313.0,1984.0,-6814.0,0.3411713476962879,0.1,0.5295641989868024,1.0756999295364802,-1.0690826148987878,0.536181513624495,498,7294.0,78.45,283.0,15.88,의료·정밀기기,5.46,22.06,32.6,31.96,40.39,0.4057021527984729,0.27977263713058037,2026-05-08
086710,선진뷰티사이언스,2026-05-08,383.0,794.0,1177.0,865.0,3.6699834157873985,0.4,2.794474020895788,2.7079171999545966,1.0420638786975733,6.544455099547958,499,1316.0,22.09,488.0,1.53,화학,6.0,7.29,95.28,1.76,-43.05,0.6780973455759652,0.27976680845607227,2026-05-08
052300,오션인더블유,2026-05-08,,,0.0,0.0,-1.0,0.0,0.3830294393950806,-0.25819887570716193,-0.8018743437207589,-0.6770437800328403,500,283.0,-1.54,-1132.0,0.11,유통,0.0,-6.94,29.85,11.3,0.0,0.2953146592971388,0.27956756975521724,2026-05-08
119850,지엔씨에너지,2026-05-08,2756.0,2995.0,5751.0,287.0,0.5976578837195203,0.3,1.3219028061016649,0.3643016121792508,0.04484968207500433,1.7310541003559201,501,6251.0,15.65,2428.0,2.78,전기·전자,2.84,21.15,67.41,16.05,55.73,0.49509564284692065,0.27930238156735887,2026-05-08
024880,케이피에프,2026-05-08,175.0,-19.0,156.0,68.0,-0.043565348069926624,0.8,-1.4867838648374212,0.20508810425342655,-0.12577442528221017,-1.4074701858662049,502,1131.0,5.97,940.0,0.42,금속,-0.18,7.74,103.53,-3.24,-17.4,0.3053127138163123,0.27845212359641563,2026-05-08
347700,스피어,2026-05-08,2887.0,2487.0,5374.0,15211.0,-0.3025581959273421,0.4,1.581282949961383,-0.054610815752491694,1.662482869063206,3.1891550032720977,503,20862.0,8330.0,5.0,28.07,IT 서비스,2.71,0.43,49.85,11.95,-40.36,0.3288215830741329,0.27792487458130455,2026-05-08
264660,씨앤지하이테크,2026-05-08,476.0,-12.0,464.0,-2933.0,1.5578443251533463,0.6,-0.6199028421675258,0.7818906606496377,-0.6305969503343203,-0.4686091318522083,504,2216.0,11.35,2009.0,1.5,기계·장비,-2.56,14.81,37.97,29.77,91.2,0.3886770404526333,0.27745438202794787,2026-05-08
277070,린드먼아시아,2026-05-08,-1.0,0.0,-1.0,-87.0,-0.7291666668359376,0.1,-1.0603067248274858,-1.1797447311903781,-0.37893226568026006,-2.6189837216981235,505,573.0,19.2,218.0,0.87,금융,-1.06,5.01,9.34,-18.28,-14.42,0.1345465538208851,0.2772539343450877,2026-05-08
004780,대륙제관,2026-05-08,-20.0,-3.0,-23.0,-37.0,-0.42768754846998747,0.4,-1.9363162448811735,-1.454133528667628,-0.8750403637898564,-4.265490137338658,506,632.0,5.49,724.0,0.42,금속,-0.13,7.87,36.28,1.31,1.24,0.11715595050029384,0.27714730650091657,2026-05-08
093320,케이아이엔엑스,2026-05-08,562.0,-4.0,558.0,850.0,1.6606965172540877,0.5,1.8368137234980173,0.34251343731111916,1.0420638786975729,3.2213910395067096,507,5334.0,31.19,3504.0,2.59,IT 서비스,1.49,8.69,36.25,14.64,0.64,0.46890429050789983,0.2761583001882696,2026-05-08
053270,구영테크,2026-05-08,19.0,-2.0,17.0,-134.0,1.0259128379178164,0.4,-1.4088332374357908,1.1435544696180884,-1.1684065163934794,-1.4336852842111818,508,661.0,2.93,823.0,0.43,운송장비·부품,3.66,15.87,361.46,12.94,-15.74,0.27250083928534186,0.2757222978141448,2026-05-08
027710,팜스토리,2026-05-08,-317.0,375.0,58.0,627.0,-0.5338372930417294,0.4,0.8455051012003767,-0.5756283508027242,-0.25819887724716195,0.011677873150490514,509,1691.0,5.62,270.0,0.6,음식료·담배,6.38,11.16,186.56,0.13,-14.25,0.18271701714528493,0.2757105215915696,2026-05-08
228340,동양파일,2026-05-08,-2.0,0.0,-2.0,-49.0,0.16883116731320635,0.2,-1.6722739636572883,-0.20773411192876406,1.9001382412125276,0.020130165626475183,510,406.0,-7.69,-264.0,0.33,비금속,0.0,-4.2,4.6,-20.4,0.0,0.1370948444021054,0.27474098464757707,2026-05-08
065660,안트로젠,2026-05-08,45.0,-36.0,9.0,587.0,0.5394402034784018,0.4,1.7019319923526832,1.3212764860643833,2.5099798696022444,5.53318834801931,511,3277.0,-138.77,-236.0,2.89,유통,0.92,-1.91,5.32,6.66,0.0,0.33826249625433913,0.2732630634249701,2026-05-08
293580,나우IB,2026-05-08,-302.0,-12.0,-314.0,320.0,-0.5480442176928396,0.6,0.9457246651777921,-0.7125167123765672,0.6831299810639802,0.916337933865205,512,2449.0,42.3,61.0,2.34,금융,2.18,5.64,62.31,-7.2,-18.97,0.3154804697760819,0.2730910876106266,2026-05-08
262840,아이퀘스트,2026-05-08,-28.0,0.0,-28.0,-56.0,5.0,0.0,-2.9691058322559503,2.4630604152548226,-0.6831299810639805,-1.189175398065108,513,374.0,6.67,531.0,0.65,IT 서비스,2.02,11.15,87.53,7.2,25.05,0.30296603212796464,0.2723633264420562,2026-05-08
049070,인탑스,2026-05-08,-494.0,0.0,-494.0,-1608.0,1.478667767582769,0.2,-2.094410999110715,1.572574804956453,-1.3768376560293054,-1.8986738501835674,514,3285.0,20.28,942.0,0.45,전기·전자,-0.83,2.45,15.36,-3.89,0.0,0.35715638158276997,0.2719131465278877,2026-05-08
041910,폴라리스AI파마,2026-05-08,-628.0,0.0,-628.0,-2319.0,0.4893327897205053,0.2,-2.003725199636077,-0.14121147705922066,-0.6591529891892788,-2.8040896658845766,515,1007.0,24.14,314.0,0.78,제약,0.53,3.23,4.56,-7.18,-96.71,0.1789555873491731,0.271544893493674,2026-05-08
443250,레뷰코퍼레이션,2026-05-08,0.0,-44.0,-44.0,615.0,-0.7899982203351131,0.3,2.2248948032940428,-0.8157353952045576,-0.9131393348290797,0.4960200732604054,516,829.0,15.6,477.0,1.71,일반서비스,-0.8,11.37,73.23,18.05,15.27,0.36617173167681066,0.2708056129785654,2026-05-08
039200,오스코텍,2026-05-08,-2322.0,4316.0,1994.0,-4992.0,-0.13971735233473115,0.2,-0.580366719765971,0.02667959554755895,-0.8841979627814759,-1.4378850869998878,517,19512.0,37.28,1368.0,10.76,제약,3.87,33.87,23.02,193.58,0.0,0.359994315210838,0.27027147034333193,2026-05-08
065530,와이어블,2026-05-08,244.0,0.0,244.0,175.0,1.8877679693710259,0.5,1.2005325638435012,1.3745600225282415,0.8334107188754244,3.408503305247167,518,1005.0,23.6,89.0,1.29,통신,-0.94,5.91,78.87,-4.92,43.14,0.3526162241401129,0.27019148358364414,2026-05-08
033160,엠케이전자,2026-05-08,3873.0,2230.0,6103.0,18781.0,0.4768406426507996,0.7,1.967820663525269,0.003735909097670683,1.2379723029052543,3.209528875528194,519,6855.0,475.0,60.0,1.62,전기·전자,8.16,0.37,153.02,19.92,-74.7,0.3789434076460061,0.2698959918850944,2026-05-08
075970,동국알앤에스,2026-05-08,13.0,0.0,13.0,-93.0,-0.3814432990966097,0.4,-0.3606188764571166,-1.2372532827025227,-1.097301733512615,-2.695173892672254,520,422.0,71.72,32.0,0.53,비금속,0.0,0.74,53.27,0.34,196.91,0.3229858189494295,0.2690996033213737,2026-05-08
452980,신한제11호스팩,2026-05-06,0.0,87.0,87.0,92.0,-0.6934865900703427,0.5,0.7818650121533542,-1.0286011291690391,2.2135941871178795,1.9668580701021945,521,,,,,,,2.3,12.96,0.0,0.0,0.17895185154297075,0.2688716360765302,2026-05-08
215360,우리산업,2026-05-08,84.0,0.0,84.0,-189.0,5.0,0.6,-0.6786240770360937,2.240065565168561,-0.9710587676585594,0.5903827204739078,522,842.0,6.0,1536.0,0.7,운송장비·부품,0.66,12.2,177.36,4.2,24.8,0.30287320756313807,0.2683803762826886,2026-05-08
054940,엑사이엔씨,2026-05-08,4.0,0.0,4.0,-122.0,-0.7187060479386613,0.6,-1.1618420000685867,-0.796708975526544,2.3303008054687147,0.37174982987358396,523,268.0,42.53,19.0,0.39,건설,-0.49,0.92,88.76,-12.84,-70.57,0.2416630281364835,0.26806581728222323,2026-05-08
196450,코아시아씨엠,2026-05-08,25.0,0.0,25.0,36.0,-0.4158075602579091,0.4,0.5899241760821003,-0.9246454642063984,-1.3353217330211211,-1.6700430211454191,524,552.0,17.14,71.0,0.94,의료·정밀기기,-5.14,5.53,98.28,-3.42,0.0,0.19603651792758472,0.2672429336519524,2026-05-08
382800,지앤비에스 에코,2026-05-08,6232.0,-3396.0,2836.0,-283.0,-0.4933727243712338,0.5,-0.712018130502988,-0.8419983614284339,0.17939871623105352,-1.3746177757003684,525,2671.0,42.16,199.0,2.27,기계·장비,-2.44,5.51,18.39,29.9,-33.41,0.10989887680470067,0.2661117661708122,2026-05-08
036670,삼양케이씨아이,2026-05-08,13.0,0.0,13.0,-36.0,0.025641024983563465,0.5,-0.9865323377040751,0.14713942366487268,-0.5773502358562941,-1.4167431498954965,526,674.0,4.58,1306.0,0.55,화학,0.5,13.08,14.93,0.22,46.24,0.3215719317158131,0.26598567392405237,2026-05-08
045660,에이텍,2026-05-08,-47.0,0.0,-47.0,-329.0,0.5893108294818612,0.2,-1.5638548938538006,0.7929947188909265,-2.0228334490688074,-2.7936936240316816,527,786.0,166.84,57.0,0.71,기계·장비,-0.31,0.23,74.06,251.91,319.2,0.26604025384681473,0.2659627228377617,2026-05-08
074600,원익QnC,2026-05-08,1056.0,1062.0,2118.0,3770.0,-0.34797209315344113,0.7,-0.16558598147676315,-0.6008498063454254,1.5248890879639478,0.7584533001417593,528,10463.0,46.5,856.0,2.15,비금속,0.51,4.73,170.93,5.84,-34.21,0.32626081314303607,0.26578523807172055,2026-05-08
053450,세코닉스,2026-05-08,177.0,1.0,178.0,-208.0,0.13106490222453715,0.5,-0.6738207707386566,-0.13036167004559146,-0.2125118366709783,-1.0166942774552266,529,811.0,16.97,323.0,0.57,의료·정밀기기,1.48,3.44,115.09,-6.02,-79.16,0.31614341079498154,0.26558245460811924,2026-05-08
033130,디지틀조선,2026-05-08,157.0,-1.0,156.0,-165.0,0.32600732586161096,0.2,0.835998723957891,-0.3649802424491022,0.6278955068086858,1.0989139883174746,530,952.0,17.45,147.0,1.03,IT 서비스,-1.91,6.06,16.58,7.97,132.94,0.4663702725980271,0.2649888164914817,2026-05-08
155650,와이엠씨,2026-05-08,106.0,0.0,106.0,-383.0,5.0,0.5,-1.1121945733284098,1.6746292723678229,-0.9448563426058051,-0.38242164356639197,531,793.0,61.47,68.0,0.65,전기·전자,1.09,1.15,44.66,3.01,-33.68,0.32254089972001515,0.26430274303319556,2026-05-08
105760,포스뱅크,2026-05-08,26.0,-1.0,25.0,-186.0,0.2865497071509182,0.3,-1.4624913715454246,0.36303660946312527,-1.549193238482972,-2.6486480005652715,532,578.0,14.64,388.0,0.74,기계·장비,2.16,4.96,24.64,18.61,13.43,0.19691600040941692,0.26331897285379136,2026-05-08
023900,풍국주정,2026-05-08,25.0,0.0,25.0,-108.0,-0.19306184021194628,0.6,-0.6388503781529168,0.11467278819872721,1.770997777610275,1.2468201876560854,533,1315.0,12.86,812.0,0.77,음식료·담배,0.38,6.1,12.91,4.6,34.04,0.3586842820241318,0.26329297592326084,2026-05-08
017480,삼현철강,2026-05-08,6.0,2.0,8.0,-219.0,-0.4393162393737453,0.4,-1.4774986375536774,-0.7627073339213423,-0.4514983467176606,-2.6917043181926803,534,763.0,13.85,351.0,0.39,금속,-1.52,2.83,11.1,-14.78,-63.4,0.1815168835364466,0.26327773466644727,2026-05-08
037230,한국팩키지,2026-05-08,37.0,-3.0,34.0,146.0,-0.45000000003928575,0.7,-0.060522869981234746,-0.7478241213811485,1.5275249983186499,0.7191780069562665,535,671.0,53.57,42.0,0.62,종이·목재,-0.44,1.15,110.32,-1.08,-20.54,0.2232594757701633,0.26309083887220946,2026-05-08
019550,SBI인베스트먼트,2026-05-08,,,0.0,0.0,-1.0,0.1,-0.708643549080632,-0.8836947279763747,-1.5667783123867667,-3.1591165894437734,536,1034.0,9.11,70.0,0.75,금융,0.0,8.64,3.11,-2.03,37.51,0.3018644094827737,0.2621184089416095,2026-05-08
080220,제주반도체,2026-05-08,-1555.0,2701.0,1146.0,5266.0,-0.8595735086342262,0.4,-0.4939022080326231,-0.7919512050885783,0.0,-1.2858534131212014,537,18840.0,47.69,1147.0,8.11,전기·전자,-0.73,19.21,47.94,86.16,274.41,0.3093825950986815,0.2613517917247028,2026-05-08
036090,위지트,2026-05-08,,,0.0,0.0,-1.0,0.3,-0.4007921516943992,-0.8152543882790131,-2.2630771762257678,-3.47912371619918,538,841.0,10.76,66.0,0.58,기계·장비,0.0,5.7,67.44,35.14,86.95,0.19829754035455402,0.26073317580374955,2026-05-08
089790,제이티,2026-05-08,-831.0,0.0,-831.0,271.0,4.390763765062988,0.6,-0.02411700335035303,2.587983181606172,0.5428966403464356,3.1067628186022547,539,677.0,-262.4,-25.0,0.94,기계·장비,-2.09,-0.46,55.54,-21.59,0.0,0.24421006859627076,0.25983654416502006,2026-05-08
073540,에프알텍,2026-05-08,21.0,2.0,23.0,-263.0,-0.048531290092874046,0.2,-1.1070350045179989,0.4517548145360526,-1.0420639527360198,-1.697344142717966,540,456.0,21.86,183.0,0.75,전기·전자,-4.31,3.5,21.41,-15.11,12.9,0.23718347807650145,0.2595514765722292,2026-05-08
054620,APS,2026-05-08,104.0,-6.0,98.0,441.0,0.36224266298349894,0.8,1.217396808351359,1.0460597958778215,1.8193926168958692,4.08284922112505,541,1231.0,-38.01,-176.0,0.57,금융,2.92,-1.76,72.61,-9.68,0.0,0.2238397166264546,0.2592338812395128,2026-05-08
078350,한양디지텍,2026-05-08,2411.0,-2653.0,-242.0,-433.0,-0.6649703138268543,0.6,-0.09331114089221806,-0.8655363156739141,0.9054644463279631,-0.05338301023816905,542,4909.0,32.79,982.0,2.76,전기·전자,-3.45,9.09,75.0,9.39,-31.88,0.19512155821168817,0.25753521585968664,2026-05-08
300080,플리토,2026-05-08,75.0,4.0,79.0,-419.0,-0.4963786424374409,0.4,0.42866102569116366,-0.8333019991998105,0.3185109982005238,-0.08612997530812305,543,1898.0,29.41,391.0,11.03,IT 서비스,0.97,45.69,42.79,77.23,0.0,0.281226487873235,0.2571887753725036,2026-05-08
166090,하나머티리얼즈,2026-05-08,1887.0,-413.0,1474.0,1002.0,0.2095080725607965,0.6,-1.101019020898621,0.19934543014780717,-0.9710587676585545,-1.8727323584093685,544,15822.0,41.24,1940.0,3.33,전기·전자,-0.74,9.39,47.86,8.68,15.36,0.07082320520316915,0.2543397130128855,2026-05-08
251120,바이오에프디엔씨,2026-05-08,-74.0,0.0,-74.0,-221.0,-0.24210526331745152,0.2,-1.1363597295099186,-0.6673831279753228,-0.3567529703699859,-2.160495827855227,545,1170.0,25.97,518.0,1.77,제약,0.75,7.39,6.63,3.04,-3.6,0.17936091596081533,0.252731371457401,2026-05-08
234100,폴라리스세원,2026-05-08,,,0.0,0.0,-1.0,0.1,-0.7767498944906198,-0.7307007424630922,-1.219482191798847,-2.7269328287525587,546,745.0,170.0,6.0,0.39,운송장비·부품,0.0,0.23,19.02,18.56,190.48,0.13492769566977814,0.2526239862315314,2026-05-08
478440,미래에셋비전스팩6호,2026-05-08,0.0,0.0,0.0,1.0,-1.0,0.3,0.5373737143892021,-0.7174386380136824,1.207025368159968,1.0269604445354878,547,141.0,63.75,32.0,1.04,금융,-0.24,0.0,17.23,0.0,0.0,0.2348929132953154,0.25232027256247247,2026-05-08
032540,TJ미디어,2026-05-08,1.0,0.0,1.0,-11.0,-0.9319727891619233,0.4,0.01347944651056895,-1.0921337469146921,0.6831299110640034,-0.3955243893401197,548,761.0,19.06,191.0,0.91,전기·전자,0.0,4.72,51.98,2.79,-29.5,0.27998559175536697,0.2522826750227782,2026-05-08
403850,더핑크퐁컴퍼니,2026-05-08,-2.0,-466.0,-468.0,-1553.0,0.30440828808353193,0.1,-1.6779721763979283,-0.06865651886890851,-0.9101711568503306,-2.6567998521171674,549,2319.0,11.25,1437.0,1.26,오락·문화,1.0,13.08,10.7,-3.6,2.93,0.2298087590354888,0.25049381450071595,2026-05-08
089140,넥스턴앤롤코리아,2026-05-08,-3.0,0.0,-3.0,-78.0,0.8954248347430473,0.3,-0.9677534077743537,1.047494542990161,-0.3789323374751039,-0.29919120225929663,550,329.0,-3.03,-710.0,0.24,기계·장비,-0.92,-7.13,53.21,122.63,0.0,0.271755143789744,0.2492614374336725,2026-05-08
096610,알에프세미,2026-05-08,,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,551,516.0,30.26,98.0,3.58,전기·전자,0.0,12.97,53.9,0.29,0.0,0.24459739431042637,0.24915789488526185,2026-05-08
092870,엑시콘,2026-05-08,-662.0,229.0,-433.0,1903.0,-0.612796863167049,0.5,-0.09482026040874177,-0.7104335376337315,-0.6324554320336908,-1.4377092300761642,552,4901.0,54.66,687.0,2.48,기계·장비,-1.31,4.81,14.72,108.87,0.0,0.12203568436165599,0.2489345354533203,2026-05-08
466410,사이냅소프트,2026-05-08,-47.0,0.0,-47.0,-184.0,-0.38000000012400004,0.4,-1.2243305715291832,-0.340269811300041,-1.4819169825640321,-3.0465173653932567,553,558.0,7.65,1449.0,0.87,IT 서비스,-0.89,12.3,8.8,4.16,-21.13,0.09838522192149016,0.2483828796555365,2026-05-08
189690,포시에스,2026-05-08,-50.0,-1.0,-51.0,-95.0,0.5151515143412737,0.4,-0.5220583073129428,0.06448168760587275,-1.109781448752635,-1.567358068459705,554,542.0,11.87,167.0,0.7,IT 서비스,-1.15,5.85,6.91,0.61,-1.84,0.25050638752924165,0.2478195169006756,2026-05-08
051490,나라엠앤디,2026-05-08,-8.0,0.0,-8.0,-112.0,-0.6417910448830475,0.5,-2.1730301056219536,-1.112783905247411,-2.0412412023193434,-5.327055213188708,555,541.0,10.27,371.0,0.48,기계·장비,0.13,5.12,148.84,-9.41,0.0,-0.05668383526922213,0.24611404392220293,2026-05-08
148930,에이치와이티씨,2026-05-08,-14.0,0.0,-14.0,-24.0,-0.5833333335937501,0.4,-0.9615467553308537,-0.7998108460481599,-0.8819170259104263,-2.64327462728944,556,313.0,9.09,339.0,0.46,금속,-2.69,5.47,16.65,-6.92,0.0,0.20758334607597279,0.24482073992877385,2026-05-08
092130,이크레더블,2026-05-08,-8.0,0.0,-8.0,-207.0,0.8007662830074427,0.5,-1.8361776556056753,0.24318875988036973,0.4955945909412494,-1.0973943047840562,557,1803.0,14.0,1069.0,4.22,IT 서비스,1.01,28.09,23.38,10.94,4.14,0.162325642594734,0.2440370599563329,2026-05-08
129890,앱코,2026-05-08,38.0,0.0,38.0,70.0,-0.1793754540640432,0.4,0.7332835525062289,0.013503609123914361,-0.15990864013231687,0.5868785214978264,558,477.0,8.12,129.0,0.77,전기·전자,3.15,0.0,67.05,-10.65,-34.08,0.3722029342767279,0.24387528153993784,2026-05-08
067990,도이치모터스,2026-05-08,-190.0,343.0,153.0,613.0,-0.37031606387983906,0.5,-0.2644522796664915,-0.6615665812047142,1.3662599621279612,0.44024110125675553,559,1567.0,45.9,117.0,0.41,유통,3.47,0.9,336.28,17.56,62.88,0.17069980370668875,0.2438175087847255,2026-05-08
085670,뉴프렉스,2026-05-08,94.0,-304.0,-210.0,33.0,-0.6526946107888415,0.6,-0.9619998539062092,-0.5407671981347315,0.1346215944292086,-1.3681454576117322,560,1594.0,18.11,360.0,1.47,전기·전자,0.93,8.35,51.71,-12.39,-36.94,0.14461275013813094,0.2434613526223267,2026-05-08
458650,성우,2026-05-08,80.0,1.0,81.0,780.0,-0.540510318200452,0.7,0.6235981569598623,-1.2773560303681744,-0.23204771352305611,-0.8858055869313681,561,2067.0,43.48,316.0,0.93,전기·전자,-0.87,2.15,9.59,-34.65,-92.89,0.2001136987094045,0.24307439029571137,2026-05-08
234340,헥토파이낸셜,2026-05-08,633.0,128.0,761.0,-3270.0,1.7656309934472696,0.6,-1.9949267788124234,2.5854509426396035,0.5997167985092576,1.1902409623364378,562,4848.0,52.26,664.0,2.75,금융,2.21,5.89,196.56,17.66,17.19,0.2617486714078453,0.24185721676498595,2026-05-08
